Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LHSmallToe,LHeel,RBigToe,RHSmallToe,RHeel
"[150.167, 94.7185, 0.939897]","[151.017, 121.116, 0.919284]","[130.759, 121.093, 0.85073]","[124.636, 153.664, 0.821269]","[123.746, 180.992, 0.8703]","[171.265, 120.237, 0.821398]","[172.137, 151.943, 0.863276]","[172.166, 181.841, 0.864321]","[148.395, 175.702, 0.693756]","[136.936, 175.699, 0.713082]","[140.488, 228.496, 0.778232]","[144.013, 275.156, 0.793079]","[158.981, 177.438, 0.734401]","[157.218, 227.62, 0.788696]","[156.332, 273.408, 0.757094]","[144.89, 90.2965, 0.901441]","[153.668, 89.4424, 0.849009]","[138.719, 94.6534, 0.860058]","[159.829, 93.8057, 0.852823]","[152.805, 284.828, 0.625153]","[158.944, 283.963, 0.690479]","[154.574, 277.825, 0.590383]","[145.751, 284.832, 0.708076]","[139.603, 284.824, 0.673949]","[144.892, 278.669, 0.649688]"
"[151.039, 94.7071, 0.939824]","[151.057, 121.118, 0.919695]","[130.806, 120.221, 0.832891]","[124.636, 152.827, 0.827226]","[123.746, 181.839, 0.8675]","[171.291, 121.123, 0.837114]","[172.156, 152.813, 0.840401]","[172.18, 182.726, 0.853946]","[147.511, 177.439, 0.692451]","[136.913, 177.44, 0.70444]","[141.34, 228.514, 0.781719]","[144.007, 275.157, 0.784677]","[158.956, 177.459, 0.738287]","[157.213, 227.634, 0.776594]","[156.326, 273.411, 0.757428]","[145.768, 89.4361, 0.877014]","[155.447, 89.4254, 0.850599]","[139.611, 93.809, 0.813888]","[160.738, 92.9442, 0.810506]","[152.803, 284.817, 0.610636]","[158.939, 283.947, 0.66455]","[154.564, 277.829, 0.575286]","[145.747, 284.82, 0.682158]","[139.599, 284.813, 0.646923]","[144.884, 278.67, 0.637565]"
"[150.159, 93.8124, 0.893061]","[151.9, 118.452, 0.903316]","[132.54, 116.701, 0.843105]","[132.542, 122.858, 0.622091]","[136.99, 130.785, 0.865224]","[172.13, 121.961, 0.860438]","[171.287, 147.522, 0.753597]","[171.259, 167.762, 0.748503]","[146.633, 171.294, 0.776976]","[136.927, 172.137, 0.779312]","[138.699, 224.11, 0.697057]","[143.98, 276.902, 0.833755]","[158.091, 171.295, 0.792161]","[151.888, 185.383, 0.695662]","[156.32, 231.14, 0.737162]","[144.888, 88.5604, 0.939782]","[153.678, 88.5377, 0.892137]","[138.714, 93.7889, 0.806828]","[159.877, 92.0578, 0.825298]","[151.95, 249.663, 0.787129]","[158.079, 248.756, 0.741069]","[154.571, 233.803, 0.554688]","[143.125, 285.749, 0.761394]","[136.984, 285.701, 0.821877]","[144.914, 279.558, 0.736643]"
"[150.147, 94.6859, 0.919447]","[151.004, 121.12, 0.912294]","[129.941, 121.118, 0.858084]","[124.618, 154.562, 0.822885]","[123.736, 182.723, 0.866592]","[170.42, 120.228, 0.814896]","[172.124, 151.949, 0.851999]","[172.166, 181.853, 0.866053]","[147.528, 177.451, 0.695685]","[136.915, 178.309, 0.718292]","[141.337, 228.512, 0.790347]","[144.01, 274.297, 0.796308]","[158.971, 178.304, 0.73788]","[158.029, 227.642, 0.793775]","[156.329, 273.423, 0.757485]","[144.876, 89.4199, 0.920034]","[152.83, 89.4052, 0.867666]","[137.886, 93.796, 0.841882]","[159.832, 93.7846, 0.856083]","[152.783, 284.828, 0.624756]","[158.118, 283.969, 0.689433]","[155.423, 277.838, 0.598512]","[144.907, 284.827, 0.714152]","[139.583, 284.814, 0.678327]","[144.894, 278.661, 0.652967]"
"[150.166, 94.7039, 0.934262]","[151.003, 121.112, 0.912685]","[129.94, 121.097, 0.852761]","[124.616, 153.679, 0.829677]","[123.735, 181.849, 0.870734]","[171.252, 120.232, 0.814293]","[172.123, 152.786, 0.843794]","[172.13, 181.864, 0.841369]","[147.515, 177.435, 0.701346]","[136.916, 177.451, 0.722355]","[141.343, 228.52, 0.783852]","[144.014, 275.175, 0.794709]","[158.958, 177.453, 0.74598]","[158.04, 228.503, 0.819207]","[156.32, 274.277, 0.753195]","[144.888, 89.4466, 0.90542]","[153.668, 89.4188, 0.853964]","[138.711, 93.8291, 0.85177]","[159.827, 92.9248, 0.845519]","[152.793, 284.836, 0.628383]","[158.93, 283.974, 0.691176]","[154.57, 278.654, 0.5877]","[144.894, 284.838, 0.716139]","[138.737, 284.823, 0.683304]","[144.905, 278.687, 0.643446]"
"[151.022, 94.6962, 0.938676]","[151.044, 121.962, 0.927091]","[130.791, 121.084, 0.841173]","[126.377, 152.827, 0.790832]","[123.766, 180.963, 0.869934]","[171.279, 121.969, 0.838699]","[172.151, 152.814, 0.851135]","[172.196, 183.594, 0.854338]","[149.256, 177.432, 0.699397]","[136.952, 177.44, 0.727751]","[142.213, 228.513, 0.793294]","[144.017, 274.294, 0.794477]","[158.998, 177.459, 0.727695]","[158.042, 228.501, 0.817858]","[157.172, 273.403, 0.767004]","[145.749, 89.4226, 0.889681]","[155.423, 89.416, 0.84803]","[138.744, 93.809, 0.823227]","[159.866, 93.7859, 0.818275]","[152.798, 283.958, 0.582232]","[158.934, 283.072, 0.643167]","[155.451, 277.817, 0.582911]","[145.743, 283.968, 0.681218]","[139.603, 283.949, 0.635351]","[144.892, 277.842, 0.638524]"
"[151.011, 94.7042, 0.936279]","[151.038, 121.962, 0.928267]","[130.775, 121.094, 0.847815]","[124.663, 153.674, 0.802468]","[123.749, 181.838, 0.869315]","[171.28, 121.955, 0.834676]","[172.153, 152.795, 0.84499]","[172.184, 181.853, 0.861502]","[148.397, 177.434, 0.686865]","[136.939, 177.444, 0.71538]","[140.482, 228.496, 0.783816]","[144.008, 274.276, 0.793591]","[158.982, 177.456, 0.722122]","[158.039, 227.632, 0.786566]","[156.327, 273.412, 0.757079]","[144.924, 89.4406, 0.884013]","[154.568, 89.4273, 0.845888]","[138.745, 93.8321, 0.834327]","[159.864, 93.8094, 0.843837]","[151.949, 283.966, 0.624234]","[158.11, 283.102, 0.68257]","[155.446, 277.839, 0.587067]","[144.902, 283.978, 0.690089]","[138.744, 283.967, 0.651822]","[144.89, 277.841, 0.647979]"
"[150.158, 94.6811, 0.919198]","[151.002, 121.114, 0.912337]","[129.947, 121.098, 0.853788]","[124.617, 153.672, 0.83063]","[123.734, 181.872, 0.864518]","[170.409, 120.238, 0.812462]","[172.114, 151.954, 0.849867]","[172.141, 181.863, 0.854862]","[147.522, 176.579, 0.698487]","[136.918, 177.44, 0.720921]","[140.468, 228.494, 0.782844]","[144.014, 275.175, 0.80026]","[158.963, 177.447, 0.743381]","[158.029, 228.488, 0.807471]","[156.328, 274.273, 0.759155]","[144.881, 89.4091, 0.917669]","[153.683, 89.3967, 0.864624]","[138.697, 93.8166, 0.844417]","[159.844, 93.788, 0.847197]","[151.954, 284.838, 0.642755]","[158.111, 283.978, 0.702941]","[155.432, 277.841, 0.599044]","[144.887, 284.84, 0.721226]","[138.733, 284.824, 0.685148]","[144.91, 278.681, 0.655767]"
"[150.141, 94.7033, 0.924569]","[151.002, 121.949, 0.912869]","[129.933, 121.122, 0.859154]","[124.616, 154.569, 0.826401]","[123.733, 182.72, 0.869814]","[170.42, 120.224, 0.815501]","[172.124, 151.949, 0.855316]","[172.16, 181.849, 0.866749]","[147.526, 178.303, 0.697812]","[136.917, 178.317, 0.722583]","[140.484, 228.512, 0.788447]","[144.01, 274.298, 0.796743]","[158.969, 178.315, 0.742659]","[158.028, 228.474, 0.79575]","[156.328, 273.425, 0.756847]","[144.871, 89.4457, 0.912642]","[152.812, 89.4245, 0.865785]","[138.704, 93.8098, 0.850143]","[159.009, 93.7803, 0.861582]","[151.959, 284.833, 0.628373]","[158.116, 283.975, 0.69279]","[155.423, 277.84, 0.599668]","[144.907, 284.829, 0.715174]","[139.583, 284.816, 0.679211]","[144.895, 278.662, 0.651644]"
"[150.134, 94.6835, 0.914788]","[150.992, 121.956, 0.907905]","[129.936, 121.095, 0.857283]","[124.62, 153.678, 0.828004]","[122.906, 181.001, 0.876746]","[170.386, 121.958, 0.8153]","[171.29, 152.825, 0.810604]","[172.131, 183.617, 0.837252]","[146.657, 177.44, 0.701522]","[136.91, 177.446, 0.714081]","[140.48, 228.52, 0.793679]","[144.013, 275.174, 0.792168]","[158.939, 177.458, 0.75299]","[157.217, 228.484, 0.79982]","[156.33, 273.408, 0.762905]","[144.861, 89.4233, 0.923954]","[152.81, 89.3983, 0.876358]","[137.874, 93.808, 0.85804]","[159.007, 92.9248, 0.853937]","[153.672, 283.966, 0.572342]","[158.958, 282.224, 0.635195]","[154.571, 277.823, 0.578914]","[145.785, 283.98, 0.654619]","[140.486, 283.982, 0.621984]","[144.877, 278.676, 0.650697]"
"[150.161, 94.687, 0.927353]","[151.01, 121.953, 0.91729]","[130.756, 121.087, 0.850432]","[124.645, 152.822, 0.821208]","[123.722, 181.003, 0.871009]","[170.415, 121.953, 0.821727]","[172.119, 152.824, 0.827628]","[172.149, 183.621, 0.845077]","[147.513, 176.578, 0.695388]","[136.917, 177.434, 0.713099]","[140.49, 228.496, 0.787234]","[144.013, 275.168, 0.791719]","[158.949, 177.447, 0.745305]","[158.029, 228.469, 0.790786]","[156.334, 273.4, 0.764378]","[144.882, 89.4195, 0.918486]","[153.674, 89.3983, 0.864901]","[138.698, 93.8036, 0.840778]","[159.83, 92.9352, 0.846173]","[153.665, 283.963, 0.589002]","[158.954, 282.22, 0.652511]","[155.43, 277.815, 0.577636]","[145.783, 283.977, 0.656465]","[140.483, 283.975, 0.618797]","[144.876, 278.67, 0.650623]"
"[150.152, 94.6961, 0.926611]","[151, 121.112, 0.908989]","[129.935, 121.112, 0.858221]","[124.636, 153.689, 0.816478]","[123.749, 181.851, 0.864761]","[170.411, 120.223, 0.812879]","[172.127, 151.954, 0.855189]","[172.147, 181.86, 0.852236]","[148.382, 175.7, 0.692785]","[136.929, 176.569, 0.720626]","[141.341, 228.495, 0.781726]","[144.008, 275.165, 0.794403]","[158.971, 176.572, 0.730624]","[158.037, 228.467, 0.803286]","[156.325, 273.424, 0.758297]","[144.875, 89.4355, 0.913477]","[152.833, 89.4148, 0.861082]","[138.701, 93.8269, 0.857685]","[159.828, 93.7894, 0.856712]","[152.791, 284.824, 0.628132]","[158.932, 283.96, 0.686567]","[154.572, 277.84, 0.592808]","[144.899, 284.825, 0.70756]","[138.744, 284.813, 0.672002]","[144.895, 278.679, 0.649436]"
"[150.147, 94.6811, 0.913983]","[151.012, 121.961, 0.923196]","[130.759, 121.103, 0.857104]","[123.799, 153.682, 0.83639]","[123.723, 181.853, 0.868458]","[170.418, 121.121, 0.818857]","[172.132, 152.828, 0.832965]","[172.163, 182.726, 0.848791]","[146.659, 177.437, 0.697385]","[136.906, 177.441, 0.707564]","[141.34, 228.527, 0.784423]","[144.02, 274.296, 0.794818]","[158.945, 177.456, 0.743134]","[157.217, 228.484, 0.792665]","[156.328, 274.277, 0.755358]","[144.879, 89.4133, 0.91742]","[153.664, 89.3983, 0.860141]","[138.722, 93.8051, 0.81629]","[159.841, 92.923, 0.837767]","[152.794, 284.828, 0.626007]","[158.931, 283.972, 0.692441]","[155.428, 278.657, 0.589311]","[144.912, 284.82, 0.705184]","[139.586, 284.811, 0.675192]","[144.902, 278.662, 0.643068]"
"[149.264, 94.6536, 0.889445]","[150.125, 121.95, 0.862903]","[129.881, 121.956, 0.847685]","[123.79, 155.425, 0.839155]","[122.906, 182.718, 0.865857]","[167.78, 121.086, 0.810385]","[170.421, 151.96, 0.8138]","[171.299, 182.723, 0.830859]","[146.65, 176.569, 0.702894]","[136.085, 177.44, 0.711515]","[140.468, 228.511, 0.787773]","[144.014, 275.181, 0.787798]","[158.939, 177.431, 0.747176]","[158.037, 228.485, 0.80334]","[157.17, 273.417, 0.759739]","[144.025, 88.5833, 0.92948]","[151.956, 88.5577, 0.927861]","[137.827, 93.8255, 0.88186]","[158.968, 92.9365, 0.873034]","[153.664, 284.81, 0.583434]","[158.955, 283.103, 0.651325]","[155.431, 277.837, 0.582802]","[145.786, 284.818, 0.659215]","[140.483, 284.823, 0.630646]","[144.89, 278.69, 0.633119]"
"[149.265, 94.6952, 0.911185]","[150.155, 121.101, 0.876894]","[129.903, 121.11, 0.851241]","[123.794, 154.572, 0.832425]","[123.712, 182.728, 0.866544]","[169.523, 120.21, 0.80532]","[171.286, 151.926, 0.846985]","[172.164, 182.728, 0.846493]","[146.644, 176.581, 0.705594]","[136.084, 177.438, 0.712764]","[139.613, 228.476, 0.779603]","[144.02, 275.172, 0.798917]","[158.934, 177.445, 0.748518]","[157.195, 227.615, 0.782056]","[156.326, 273.414, 0.755791]","[144.025, 89.4414, 0.913477]","[151.954, 89.4087, 0.906079]","[137.831, 93.8284, 0.868961]","[158.98, 92.9354, 0.862294]","[153.677, 284.831, 0.608233]","[158.967, 283.95, 0.663233]","[154.551, 277.836, 0.5828]","[145.752, 284.841, 0.70438]","[139.596, 284.835, 0.67994]","[144.899, 278.684, 0.652907]"
"[150.159, 93.8155, 0.892542]","[151.896, 118.47, 0.899872]","[132.539, 116.71, 0.832929]","[131.686, 122.846, 0.619512]","[136.986, 130.796, 0.864736]","[172.127, 121.981, 0.869276]","[171.277, 148.387, 0.742255]","[171.285, 167.783, 0.74965]","[146.624, 172.134, 0.773831]","[136.919, 172.157, 0.767696]","[138.707, 225.872, 0.705005]","[143.973, 276.908, 0.833356]","[158.087, 172.132, 0.791646]","[151.889, 186.249, 0.690259]","[157.175, 231.153, 0.737293]","[144.887, 88.5625, 0.938091]","[153.672, 88.5394, 0.893856]","[138.71, 93.7853, 0.80577]","[159.871, 92.0508, 0.826757]","[152.815, 251.398, 0.713102]","[158.104, 250.493, 0.733821]","[155.446, 233.785, 0.559256]","[143.124, 285.744, 0.75998]","[136.979, 285.696, 0.816926]","[144.905, 279.564, 0.730897]"
"[150.144, 94.6904, 0.922181]","[150.997, 121.111, 0.907057]","[129.934, 121.113, 0.858753]","[124.633, 154.544, 0.815455]","[123.743, 181.858, 0.865328]","[170.405, 120.22, 0.812581]","[172.118, 151.948, 0.852989]","[172.147, 181.854, 0.85427]","[148.381, 175.701, 0.693177]","[136.929, 176.571, 0.720881]","[141.339, 228.499, 0.782307]","[144.01, 275.168, 0.795105]","[158.97, 176.572, 0.731821]","[158.036, 228.467, 0.802376]","[156.328, 273.425, 0.758767]","[144.869, 89.4319, 0.91852]","[152.821, 89.4087, 0.869661]","[138.7, 93.8334, 0.858694]","[159.01, 93.788, 0.859417]","[152.79, 284.825, 0.630113]","[158.931, 283.962, 0.689357]","[155.424, 277.84, 0.594241]","[144.899, 284.827, 0.707259]","[138.744, 284.814, 0.670863]","[144.899, 278.68, 0.649259]"
"[151.068, 94.7073, 0.942769]","[151.885, 121.121, 0.916161]","[131.654, 120.227, 0.825391]","[125.531, 152.809, 0.80812]","[123.766, 180.959, 0.875449]","[172.138, 121.958, 0.850561]","[172.175, 152.822, 0.844442]","[172.197, 182.737, 0.858329]","[148.403, 177.441, 0.695102]","[136.951, 177.446, 0.724534]","[141.348, 228.511, 0.787296]","[144.013, 275.166, 0.794318]","[158.979, 178.308, 0.734216]","[158.038, 227.629, 0.794688]","[157.165, 273.406, 0.764046]","[146.624, 89.4384, 0.865069]","[156.323, 89.4281, 0.861832]","[140.48, 93.8187, 0.815394]","[161.612, 93.8014, 0.811729]","[152.799, 284.81, 0.599753]","[158.938, 283.942, 0.652209]","[155.426, 277.823, 0.576202]","[145.749, 284.813, 0.673797]","[139.604, 283.983, 0.636504]","[144.891, 278.673, 0.642077]"
"[149.27, 94.6857, 0.908601]","[150.142, 121.965, 0.883371]","[129.893, 121.122, 0.853471]","[123.784, 154.568, 0.839925]","[122.884, 181.86, 0.867408]","[168.64, 121.961, 0.819183]","[170.412, 152.824, 0.792387]","[171.272, 182.729, 0.819474]","[146.626, 176.575, 0.708269]","[136.077, 177.436, 0.701717]","[140.477, 228.529, 0.790523]","[144.013, 275.159, 0.785413]","[158.117, 177.441, 0.747896]","[157.205, 228.484, 0.792973]","[156.33, 273.4, 0.762585]","[144.023, 89.4274, 0.914302]","[151.954, 88.5861, 0.914132]","[137.825, 93.8122, 0.875792]","[158.96, 92.9359, 0.861751]","[152.825, 283.957, 0.59088]","[158.951, 282.22, 0.652471]","[155.426, 277.82, 0.571909]","[145.768, 283.978, 0.66717]","[140.469, 283.972, 0.629627]","[144.887, 278.664, 0.636239]"
"[150.131, 94.69, 0.9169]","[150.997, 121.11, 0.906716]","[129.932, 121.109, 0.856199]","[123.797, 153.7, 0.830178]","[123.731, 181.87, 0.870398]","[170.41, 120.212, 0.813798]","[172.12, 151.944, 0.851256]","[172.16, 181, 0.87206]","[147.527, 177.434, 0.700606]","[136.92, 177.44, 0.722224]","[141.337, 228.514, 0.790042]","[144.019, 276.028, 0.804216]","[158.966, 177.458, 0.745669]","[157.202, 228.469, 0.797833]","[157.173, 273.405, 0.770364]","[144.865, 89.4352, 0.919903]","[152.809, 89.4122, 0.873087]","[138.713, 93.8213, 0.839201]","[159.826, 92.9296, 0.84931]","[153.664, 284.823, 0.619038]","[158.958, 283.948, 0.68314]","[155.436, 277.824, 0.597355]","[145.761, 284.828, 0.696054]","[139.609, 284.824, 0.666778]","[144.899, 278.693, 0.655654]"
"[148.408, 94.6699, 0.895894]","[149.283, 121.109, 0.851254]","[129.867, 121.115, 0.839501]","[123.782, 155.437, 0.850968]","[122.897, 182.734, 0.86451]","[167.777, 120.223, 0.813766]","[170.403, 151.95, 0.817443]","[171.294, 181.859, 0.833321]","[146.623, 176.58, 0.711114]","[136.06, 177.446, 0.704372]","[140.463, 229.357, 0.785063]","[144.02, 276.034, 0.790868]","[158.925, 177.44, 0.746853]","[157.211, 228.508, 0.80878]","[157.167, 273.423, 0.755931]","[144.013, 89.4086, 0.923072]","[151.947, 88.5731, 0.930705]","[137.827, 94.6457, 0.88834]","[158.96, 92.9512, 0.88317]","[152.829, 284.814, 0.577156]","[158.952, 283.941, 0.645721]","[155.425, 278.652, 0.578389]","[145.784, 284.831, 0.662737]","[140.482, 284.835, 0.636821]","[144.898, 278.698, 0.630104]"
"[151.008, 94.6979, 0.938071]","[151.031, 121.118, 0.922716]","[130.774, 121.099, 0.853089]","[124.657, 153.683, 0.806617]","[123.744, 181, 0.870585]","[171.278, 120.239, 0.828041]","[172.134, 152.798, 0.850915]","[172.159, 181.856, 0.858401]","[148.39, 176.566, 0.700993]","[136.935, 176.568, 0.726576]","[141.339, 228.486, 0.779677]","[144.012, 275.169, 0.795482]","[158.98, 177.449, 0.740646]","[158.039, 228.481, 0.81097]","[156.323, 273.424, 0.757111]","[144.921, 89.4401, 0.890302]","[154.554, 89.4165, 0.849087]","[138.733, 94.649, 0.852585]","[159.863, 92.9367, 0.830165]","[152.788, 284.825, 0.63063]","[158.928, 283.96, 0.688592]","[155.425, 277.838, 0.589823]","[144.892, 284.83, 0.712923]","[138.738, 284.816, 0.677716]","[144.904, 278.681, 0.647638]"
"[149.29, 94.6634, 0.90301]","[150.149, 121.116, 0.879876]","[129.894, 121.117, 0.850063]","[123.789, 155.437, 0.844595]","[122.907, 182.73, 0.860836]","[169.508, 120.23, 0.804591]","[171.255, 151.946, 0.830216]","[171.304, 182.719, 0.830991]","[146.65, 176.581, 0.703999]","[136.075, 177.442, 0.708249]","[139.604, 228.494, 0.780368]","[143.999, 274.292, 0.783488]","[158.95, 177.444, 0.752086]","[158.041, 228.499, 0.813015]","[156.327, 273.423, 0.754427]","[144.842, 89.4018, 0.927292]","[152.786, 88.5731, 0.90307]","[137.834, 93.8199, 0.872831]","[158.981, 92.9316, 0.856142]","[152.789, 284.825, 0.617172]","[158.927, 283.965, 0.680949]","[154.568, 277.842, 0.587511]","[145.744, 284.826, 0.679709]","[139.597, 284.817, 0.645671]","[144.89, 278.656, 0.631601]"
"[151.04, 94.7069, 0.940031]","[151.062, 121.95, 0.919911]","[130.814, 120.231, 0.832373]","[124.649, 153.667, 0.817315]","[123.742, 181.004, 0.870955]","[171.295, 121.953, 0.837909]","[172.157, 152.825, 0.833246]","[172.177, 182.737, 0.849432]","[147.513, 177.456, 0.698464]","[136.916, 177.457, 0.709991]","[141.345, 228.505, 0.781113]","[144.008, 275.152, 0.781912]","[158.959, 178.316, 0.743233]","[157.215, 227.631, 0.779295]","[156.322, 273.412, 0.756805]","[145.768, 89.4356, 0.877116]","[155.449, 89.4236, 0.851486]","[139.611, 93.8127, 0.8137]","[160.735, 93.7816, 0.812475]","[152.807, 284.814, 0.605082]","[158.941, 283.944, 0.659554]","[154.56, 277.831, 0.57168]","[145.758, 284.815, 0.673276]","[139.611, 284.809, 0.636423]","[144.881, 278.668, 0.631838]"
"[151.021, 94.6951, 0.933294]","[151.057, 121.12, 0.91967]","[130.805, 120.241, 0.839722]","[126.39, 152.831, 0.788239]","[123.775, 180.978, 0.861932]","[171.294, 120.244, 0.832528]","[172.16, 151.94, 0.880549]","[172.205, 181.845, 0.869561]","[148.399, 177.433, 0.697224]","[136.948, 176.581, 0.723393]","[141.36, 228.507, 0.789547]","[144.007, 275.154, 0.797588]","[158.983, 178.306, 0.738676]","[158.041, 228.466, 0.811995]","[157.174, 273.403, 0.770035]","[145.748, 89.4262, 0.8844]","[155.424, 89.4142, 0.846695]","[139.579, 93.8142, 0.828696]","[160.71, 93.7815, 0.82102]","[152.793, 284.815, 0.62762]","[158.936, 283.952, 0.689036]","[155.443, 277.818, 0.605123]","[144.906, 284.825, 0.72365]","[139.583, 284.813, 0.686143]","[144.892, 278.666, 0.654933]"
"[150.157, 94.6904, 0.922096]","[151.009, 121.11, 0.911154]","[129.947, 121.102, 0.85142]","[124.637, 153.691, 0.813723]","[123.744, 181.838, 0.867402]","[171.255, 120.219, 0.818361]","[172.129, 151.93, 0.863435]","[172.162, 180.994, 0.869547]","[148.383, 177.441, 0.693639]","[136.928, 177.454, 0.722345]","[141.341, 228.508, 0.789424]","[144.02, 276.034, 0.806902]","[158.975, 177.46, 0.734433]","[158.03, 228.469, 0.805781]","[157.164, 273.4, 0.767499]","[144.884, 89.4267, 0.909761]","[153.673, 89.407, 0.858293]","[138.718, 93.8199, 0.835211]","[159.846, 92.9352, 0.842943]","[153.67, 284.828, 0.634481]","[158.962, 283.953, 0.691224]","[154.57, 277.822, 0.596118]","[145.759, 284.829, 0.698725]","[139.609, 284.825, 0.664775]","[144.904, 278.699, 0.663089]"
"[150.169, 94.6957, 0.930428]","[151.015, 121.119, 0.918527]","[130.763, 120.241, 0.846043]","[124.619, 153.665, 0.83112]","[123.725, 181.863, 0.870779]","[171.255, 121.107, 0.820893]","[172.134, 152.809, 0.848344]","[172.153, 182.73, 0.84846]","[147.506, 178.309, 0.704614]","[136.911, 178.312, 0.718411]","[140.469, 228.527, 0.789292]","[144.017, 275.179, 0.798123]","[158.953, 178.327, 0.750862]","[157.208, 228.489, 0.791388]","[156.335, 274.28, 0.755472]","[144.896, 89.4349, 0.901979]","[153.685, 89.4143, 0.856464]","[138.738, 93.8343, 0.826877]","[159.844, 93.7917, 0.852871]","[152.808, 284.826, 0.616053]","[158.938, 283.968, 0.686189]","[155.43, 278.662, 0.598351]","[145.752, 284.837, 0.680973]","[139.607, 284.842, 0.658835]","[144.896, 278.693, 0.657076]"
"[150.175, 94.6793, 0.919602]","[151.02, 121.12, 0.918247]","[130.762, 121.112, 0.856562]","[124.653, 154.555, 0.803022]","[123.748, 182.719, 0.860773]","[171.265, 120.23, 0.821641]","[172.138, 151.941, 0.853984]","[172.181, 181.838, 0.864664]","[148.391, 177.447, 0.700471]","[136.938, 177.451, 0.728609]","[141.352, 228.529, 0.793785]","[144.02, 276.034, 0.80715]","[158.979, 178.317, 0.741817]","[158.03, 228.481, 0.805214]","[157.171, 273.412, 0.766718]","[144.904, 89.4119, 0.913635]","[153.696, 89.3988, 0.853426]","[138.736, 93.8155, 0.830765]","[159.868, 92.9339, 0.837269]","[153.669, 284.83, 0.622111]","[158.965, 283.954, 0.679703]","[155.429, 277.83, 0.594223]","[145.753, 284.837, 0.697412]","[139.6, 284.834, 0.671246]","[144.902, 278.7, 0.66032]"
"[148.413, 94.6645, 0.89236]","[149.284, 121.114, 0.853984]","[129.868, 121.115, 0.83916]","[123.783, 155.436, 0.849105]","[122.895, 182.728, 0.865825]","[167.78, 120.236, 0.811014]","[170.401, 151.961, 0.808704]","[171.293, 181.868, 0.830196]","[145.792, 177.445, 0.713813]","[136.058, 178.303, 0.704522]","[140.463, 229.359, 0.787367]","[144.019, 276.033, 0.790306]","[158.925, 177.456, 0.749382]","[157.212, 228.522, 0.813107]","[156.333, 274.277, 0.75359]","[144.017, 89.4007, 0.924899]","[151.95, 88.5674, 0.928437]","[137.827, 93.8256, 0.882491]","[158.965, 92.9438, 0.877121]","[152.813, 284.818, 0.585552]","[158.94, 283.952, 0.65286]","[155.424, 278.658, 0.577734]","[145.768, 284.832, 0.668536]","[140.47, 284.833, 0.640627]","[144.899, 278.696, 0.629505]"
"[150.135, 94.6726, 0.908865]","[150.993, 121.111, 0.904631]","[129.937, 121.101, 0.854159]","[123.799, 154.546, 0.830563]","[123.728, 182.716, 0.869723]","[170.395, 120.235, 0.807314]","[171.298, 152.784, 0.83932]","[172.138, 181.859, 0.854404]","[147.514, 177.438, 0.69934]","[136.913, 177.456, 0.721218]","[140.486, 228.503, 0.779469]","[144.01, 275.165, 0.794716]","[158.96, 177.453, 0.747178]","[157.217, 228.482, 0.800427]","[156.319, 274.275, 0.75589]","[144.864, 89.4064, 0.92788]","[152.823, 88.5831, 0.877387]","[137.87, 93.8232, 0.858489]","[159.014, 93.7857, 0.853393]","[151.951, 284.839, 0.65027]","[158.109, 283.982, 0.708455]","[155.423, 278.651, 0.598583]","[144.887, 284.834, 0.714616]","[138.734, 284.818, 0.679436]","[144.904, 278.677, 0.647052]"
"[150.169, 94.6958, 0.929441]","[151.019, 121.958, 0.925538]","[130.77, 121.098, 0.856246]","[124.621, 153.685, 0.829224]","[123.73, 181.847, 0.871764]","[171.255, 121.117, 0.820021]","[172.136, 152.805, 0.844434]","[172.166, 182.721, 0.849146]","[146.66, 177.438, 0.694689]","[136.904, 177.444, 0.705468]","[141.344, 228.529, 0.784852]","[144.016, 274.295, 0.794491]","[158.948, 177.453, 0.738996]","[157.214, 228.476, 0.788285]","[156.326, 274.275, 0.755159]","[144.896, 89.4304, 0.907649]","[153.689, 89.4127, 0.850791]","[138.733, 93.822, 0.816887]","[159.857, 92.9331, 0.830114]","[151.956, 284.828, 0.629519]","[158.113, 283.976, 0.694119]","[155.433, 278.657, 0.591078]","[144.894, 284.822, 0.714205]","[138.739, 284.807, 0.682458]","[144.901, 278.66, 0.642354]"
"[150.172, 94.6874, 0.925996]","[151.014, 121.116, 0.91436]","[130.756, 121.1, 0.851178]","[124.657, 153.689, 0.802349]","[123.754, 181.842, 0.861227]","[171.262, 120.236, 0.821086]","[172.144, 151.954, 0.859946]","[172.18, 181.849, 0.866958]","[148.396, 177.457, 0.700731]","[136.938, 178.307, 0.73116]","[142.214, 228.524, 0.793746]","[144.022, 276.041, 0.807643]","[158.982, 178.32, 0.742114]","[158.044, 228.477, 0.815359]","[157.165, 273.403, 0.768346]","[144.894, 89.4217, 0.908373]","[153.689, 89.4013, 0.857089]","[138.717, 93.8209, 0.837609]","[159.854, 92.9349, 0.836257]","[153.682, 284.826, 0.634047]","[158.969, 283.952, 0.68989]","[154.57, 277.824, 0.597895]","[145.773, 284.828, 0.693711]","[140.469, 284.828, 0.661953]","[144.901, 278.705, 0.657918]"
