Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LHSmallToe,LHeel,RBigToe,RHSmallToe,RHeel
"[150.157, 94.6713, 0.912739]","[151.01, 121.12, 0.91447]","[130.756, 121.105, 0.855913]","[124.652, 153.693, 0.807461]","[123.752, 181.849, 0.856715]","[170.417, 120.225, 0.814182]","[172.131, 151.922, 0.860061]","[172.155, 180.992, 0.870961]","[148.401, 175.691, 0.694187]","[136.947, 175.697, 0.72236]","[141.343, 228.498, 0.786204]","[144.006, 275.176, 0.794323]","[158.982, 176.574, 0.728419]","[158.042, 228.474, 0.803969]","[156.33, 273.426, 0.757304]","[144.884, 89.3978, 0.923486]","[153.676, 88.5793, 0.871256]","[138.699, 93.7934, 0.832678]","[159.84, 92.9465, 0.846368]","[152.802, 284.829, 0.631875]","[158.939, 283.964, 0.690026]","[154.57, 277.838, 0.59527]","[145.748, 284.836, 0.689744]","[139.601, 284.832, 0.657406]","[144.883, 278.684, 0.657084]"
"[149.27, 94.6921, 0.908755]","[150.153, 121.104, 0.876497]","[129.895, 121.109, 0.846275]","[123.781, 154.571, 0.838427]","[122.908, 181.874, 0.864929]","[169.523, 120.216, 0.805149]","[171.298, 151.933, 0.837257]","[172.144, 182.735, 0.836933]","[146.647, 177.441, 0.706176]","[136.083, 177.455, 0.710163]","[139.608, 228.492, 0.786389]","[144.017, 275.173, 0.801455]","[158.938, 177.455, 0.748081]","[157.19, 227.639, 0.791855]","[156.326, 273.414, 0.757065]","[144.836, 89.4367, 0.913191]","[151.957, 89.4099, 0.899004]","[137.851, 93.8036, 0.845652]","[158.978, 92.9275, 0.860842]","[152.827, 284.826, 0.610289]","[158.958, 283.951, 0.66896]","[154.554, 277.835, 0.582114]","[145.751, 284.837, 0.712302]","[139.596, 284.832, 0.685105]","[144.897, 278.683, 0.657621]"
"[149.256, 94.6841, 0.904874]","[150.121, 121.962, 0.869772]","[129.869, 121.962, 0.846843]","[123.769, 155.433, 0.852467]","[122.907, 182.73, 0.862489]","[167.783, 121.109, 0.816231]","[170.419, 152.798, 0.806289]","[171.289, 182.717, 0.826217]","[146.623, 177.431, 0.704975]","[136.064, 177.441, 0.695665]","[140.476, 228.493, 0.78843]","[144.012, 274.302, 0.783387]","[158.921, 177.446, 0.743149]","[157.207, 228.479, 0.793069]","[156.324, 273.399, 0.760554]","[144.012, 89.4222, 0.914596]","[151.945, 88.5848, 0.925443]","[137.815, 93.8116, 0.876667]","[158.946, 92.9425, 0.874487]","[152.822, 283.97, 0.601892]","[158.948, 283.082, 0.665532]","[154.573, 277.822, 0.5716]","[145.767, 283.981, 0.667259]","[140.468, 283.976, 0.630292]","[144.887, 278.663, 0.635306]"
"[149.258, 94.6877, 0.908251]","[149.293, 121.961, 0.868633]","[129.873, 121.958, 0.848867]","[123.77, 155.426, 0.848636]","[122.906, 182.72, 0.864492]","[167.776, 121.111, 0.819184]","[170.404, 152.788, 0.809603]","[171.261, 181.845, 0.826892]","[145.784, 176.581, 0.706768]","[136.055, 177.448, 0.691766]","[140.478, 228.516, 0.78923]","[144.02, 275.157, 0.783125]","[158.113, 177.438, 0.737667]","[157.214, 228.483, 0.791526]","[156.32, 273.403, 0.756735]","[144.013, 89.427, 0.914898]","[151.946, 89.4005, 0.922736]","[137.817, 93.8168, 0.877469]","[158.942, 93.7797, 0.875253]","[153.665, 283.975, 0.596389]","[158.955, 283.085, 0.66074]","[154.569, 277.826, 0.565498]","[145.78, 284.806, 0.666442]","[140.481, 283.985, 0.63562]","[144.891, 278.672, 0.630383]"
"[150.166, 94.6955, 0.930026]","[151.011, 121.119, 0.917303]","[130.757, 120.24, 0.845446]","[123.799, 153.667, 0.833806]","[123.718, 181.842, 0.869621]","[170.421, 121.109, 0.819329]","[172.127, 152.81, 0.842146]","[172.151, 182.723, 0.847007]","[146.656, 177.452, 0.699464]","[136.904, 177.452, 0.707146]","[140.459, 228.519, 0.788404]","[144.017, 275.173, 0.798422]","[158.944, 178.312, 0.743687]","[157.203, 228.48, 0.78978]","[156.334, 274.279, 0.755412]","[144.894, 89.4366, 0.90146]","[153.68, 89.4142, 0.857529]","[138.739, 94.6474, 0.829549]","[159.841, 93.7909, 0.85442]","[152.801, 284.826, 0.614987]","[158.934, 283.968, 0.684518]","[155.432, 278.661, 0.597254]","[145.746, 284.837, 0.686217]","[139.602, 284.84, 0.663435]","[144.898, 278.689, 0.656381]"
"[151.944, 93.7847, 0.893772]","[151.943, 118.473, 0.887387]","[132.555, 121.089, 0.814972]","[128.143, 144.905, 0.814802]","[120.211, 165.967, 0.849098]","[172.194, 116.739, 0.87385]","[170.392, 122.827, 0.677207]","[165.106, 129.888, 0.830877]","[151.059, 173.018, 0.823815]","[138.706, 171.304, 0.776309]","[144.915, 186.26, 0.821163]","[144.858, 233.781, 0.808143]","[164.228, 173.913, 0.747091]","[158.924, 227.6, 0.771294]","[158.03, 276.915, 0.776016]","[149.257, 88.523, 0.902719]","[158.049, 88.5188, 0.941862]","[142.246, 93.7884, 0.824642]","[165.083, 92.9492, 0.86077]","[151.93, 285.71, 0.701145]","[158.099, 285.719, 0.738852]","[157.203, 279.577, 0.602832]","[144.016, 252.282, 0.724829]","[139.613, 250.505, 0.682504]","[144.878, 235.508, 0.617465]"
"[151.038, 94.7061, 0.940448]","[151.06, 121.119, 0.918369]","[130.808, 120.225, 0.831958]","[124.638, 153.668, 0.823449]","[123.745, 181.841, 0.868629]","[171.297, 121.952, 0.838294]","[172.157, 152.821, 0.838254]","[172.18, 182.734, 0.85118]","[147.517, 177.447, 0.696418]","[136.916, 177.448, 0.709749]","[141.346, 228.513, 0.781537]","[144.007, 275.157, 0.782745]","[158.961, 178.31, 0.740144]","[157.21, 227.636, 0.779001]","[156.323, 273.415, 0.755833]","[145.767, 89.4343, 0.879806]","[155.448, 89.423, 0.85202]","[139.609, 93.8084, 0.814365]","[160.739, 92.948, 0.80985]","[152.806, 284.817, 0.607621]","[158.94, 283.948, 0.661263]","[154.561, 277.833, 0.572772]","[145.751, 284.82, 0.679563]","[139.604, 284.813, 0.64355]","[144.882, 278.672, 0.634024]"
"[150.133, 94.6702, 0.908494]","[150.987, 121.11, 0.898611]","[129.929, 121.106, 0.854688]","[123.79, 154.546, 0.835596]","[123.729, 181.874, 0.870469]","[170.389, 120.231, 0.805121]","[171.297, 151.956, 0.840855]","[172.134, 181.859, 0.848867]","[147.514, 176.563, 0.693431]","[136.91, 177.431, 0.711304]","[140.49, 228.513, 0.780499]","[144.01, 275.167, 0.794144]","[158.959, 176.579, 0.735225]","[157.212, 228.486, 0.799881]","[156.324, 273.425, 0.756169]","[144.861, 89.4053, 0.928432]","[152.817, 88.5801, 0.882026]","[137.865, 93.8196, 0.861409]","[159.008, 93.7797, 0.856318]","[151.957, 284.824, 0.618939]","[158.112, 283.963, 0.680294]","[155.425, 277.838, 0.58853]","[144.893, 284.827, 0.710013]","[138.739, 284.813, 0.673134]","[144.9, 278.677, 0.642268]"
"[150.147, 94.6469, 0.898589]","[151.891, 121.096, 0.904465]","[131.688, 117.591, 0.81662]","[130.808, 122.892, 0.561154]","[136.969, 136.062, 0.844352]","[172.118, 122.852, 0.894201]","[172.116, 150.155, 0.773904]","[172.191, 172.165, 0.826451]","[145.755, 173.066, 0.781515]","[136.076, 173.052, 0.739414]","[137.861, 222.376, 0.695159]","[143.968, 276.033, 0.804977]","[158.05, 173.085, 0.775548]","[152.805, 209.143, 0.578861]","[158.062, 238.192, 0.751095]","[144.875, 88.5802, 0.936591]","[153.666, 88.562, 0.885578]","[138.703, 93.8191, 0.825786]","[159.849, 93.7867, 0.84549]","[152.831, 256.66, 0.739577]","[158.957, 255.777, 0.720579]","[157.19, 239.088, 0.510876]","[143.115, 285.747, 0.747291]","[136.976, 284.887, 0.807333]","[144.9, 278.724, 0.725279]"
"[149.269, 94.6835, 0.909639]","[150.123, 121.949, 0.86303]","[129.878, 121.955, 0.849258]","[123.786, 155.44, 0.845383]","[122.902, 182.717, 0.862066]","[167.783, 120.238, 0.811202]","[170.4, 151.964, 0.803233]","[171.294, 181.866, 0.831187]","[146.632, 176.568, 0.708214]","[136.071, 177.433, 0.702069]","[140.462, 228.533, 0.786672]","[144.015, 276.032, 0.789112]","[158.93, 177.433, 0.745591]","[158.031, 228.507, 0.810352]","[157.168, 273.422, 0.757183]","[144.023, 89.4246, 0.919865]","[151.955, 89.398, 0.915647]","[137.824, 94.6461, 0.890709]","[158.952, 92.9514, 0.876044]","[152.823, 284.816, 0.587051]","[158.947, 283.944, 0.653544]","[155.427, 277.843, 0.582497]","[145.77, 284.832, 0.662482]","[140.467, 284.834, 0.634693]","[144.898, 278.693, 0.634666]"
"[151.055, 92.9435, 0.897638]","[151.022, 118.465, 0.912931]","[130.783, 118.486, 0.858115]","[128.126, 145.756, 0.783928]","[121.989, 165.997, 0.877628]","[170.402, 117.576, 0.824057]","[167.77, 121.956, 0.608259]","[165.086, 127.257, 0.757512]","[147.511, 172.161, 0.774777]","[136.926, 171.256, 0.77631]","[142.231, 187.109, 0.80845]","[138.697, 231.169, 0.7821]","[158.977, 173.067, 0.768781]","[158.032, 226.737, 0.723621]","[156.332, 276.049, 0.757647]","[145.773, 88.5266, 0.911001]","[156.312, 88.5157, 0.89512]","[139.612, 93.7974, 0.814774]","[162.49, 93.7829, 0.825142]","[151.002, 285.711, 0.732799]","[157.2, 285.709, 0.755874]","[156.323, 278.72, 0.631938]","[137.833, 249.653, 0.771098]","[132.541, 246.996, 0.685755]","[140.486, 234.643, 0.644414]"
"[151.895, 92.9123, 0.888333]","[151.918, 120.212, 0.888692]","[132.538, 117.601, 0.831572]","[134.312, 141.354, 0.550666]","[136.075, 157.167, 0.781096]","[172.17, 121.962, 0.862353]","[172.192, 151.959, 0.866763]","[173.965, 185.36, 0.850279]","[150.131, 177.462, 0.721247]","[137.817, 178.3, 0.72796]","[141.361, 227.642, 0.761777]","[143.971, 276.049, 0.807558]","[159.831, 178.316, 0.737762]","[158.075, 225.879, 0.786869]","[158.108, 271.681, 0.822244]","[146.655, 87.6882, 0.893214]","[157.19, 87.6927, 0.914621]","[140.473, 92.9262, 0.789689]","[163.374, 92.0534, 0.813323]","[155.427, 285.738, 0.650015]","[159.875, 284.851, 0.699001]","[158.061, 277.769, 0.61808]","[143.085, 286.613, 0.750794]","[136.946, 285.716, 0.814575]","[144.909, 278.711, 0.718983]"
"[150.136, 94.6913, 0.918381]","[150.999, 121.115, 0.909834]","[129.941, 121.105, 0.858013]","[123.801, 154.547, 0.826252]","[123.727, 182.724, 0.866328]","[170.406, 120.23, 0.812172]","[172.113, 151.946, 0.855655]","[172.151, 181.861, 0.854977]","[147.506, 176.568, 0.69407]","[136.905, 176.575, 0.703306]","[140.478, 228.491, 0.778412]","[144.01, 274.295, 0.794402]","[158.955, 177.439, 0.74087]","[158.028, 227.611, 0.78923]","[156.32, 273.407, 0.756761]","[144.863, 89.4352, 0.918307]","[152.806, 89.4109, 0.874231]","[137.882, 93.8134, 0.857998]","[158.997, 92.939, 0.858644]","[152.797, 284.829, 0.636142]","[158.938, 283.964, 0.698975]","[154.563, 277.825, 0.594546]","[145.745, 284.831, 0.715508]","[139.599, 284.82, 0.679208]","[144.89, 278.658, 0.654301]"
"[150.136, 94.6804, 0.912848]","[151, 121.95, 0.910373]","[129.94, 121.952, 0.8582]","[124.617, 155.446, 0.834776]","[123.749, 183.603, 0.866079]","[170.406, 120.233, 0.812022]","[172.115, 151.94, 0.848507]","[172.163, 181.853, 0.861062]","[147.524, 177.459, 0.698901]","[136.923, 178.311, 0.72395]","[141.336, 228.526, 0.785921]","[144.015, 275.179, 0.79972]","[158.963, 178.317, 0.747731]","[157.217, 228.484, 0.801973]","[157.163, 273.411, 0.763044]","[144.867, 89.4211, 0.923279]","[152.817, 89.4027, 0.872046]","[138.698, 93.8184, 0.845]","[159.014, 92.945, 0.857006]","[152.825, 284.831, 0.624219]","[158.956, 283.958, 0.686682]","[154.571, 277.833, 0.592622]","[145.749, 284.833, 0.695466]","[139.599, 284.827, 0.665546]","[144.897, 278.688, 0.65886]"
"[150.987, 94.675, 0.923561]","[151.017, 121.959, 0.919728]","[130.761, 121.958, 0.86373]","[125.501, 154.57, 0.790566]","[123.772, 182.722, 0.844883]","[171.259, 120.243, 0.820588]","[172.145, 151.934, 0.875898]","[172.202, 181.859, 0.862442]","[148.407, 176.572, 0.692963]","[136.948, 177.435, 0.722789]","[141.357, 228.484, 0.783393]","[144.003, 274.3, 0.796959]","[158.993, 177.443, 0.725421]","[158.032, 227.604, 0.792255]","[156.329, 273.413, 0.75974]","[144.901, 89.4038, 0.914889]","[154.543, 88.5877, 0.860884]","[138.715, 93.8079, 0.840461]","[159.859, 93.7999, 0.84965]","[152.796, 284.823, 0.624687]","[158.94, 283.956, 0.68169]","[154.568, 277.831, 0.596824]","[144.911, 284.83, 0.72013]","[139.586, 284.821, 0.6844]","[144.884, 278.661, 0.664941]"
"[151.04, 94.7063, 0.941459]","[151.071, 121.96, 0.923452]","[130.815, 121.085, 0.836207]","[127.272, 152.816, 0.794028]","[123.792, 180.956, 0.857578]","[172.126, 121.958, 0.848617]","[172.167, 152.796, 0.86556]","[172.207, 182.74, 0.85788]","[149.254, 176.572, 0.694344]","[136.954, 176.578, 0.721346]","[141.362, 228.508, 0.79221]","[144.022, 274.297, 0.795095]","[158.993, 177.45, 0.728698]","[158.058, 228.479, 0.812317]","[157.171, 273.395, 0.769496]","[145.766, 89.4361, 0.878574]","[155.446, 89.4219, 0.852929]","[140.46, 93.8246, 0.805757]","[160.735, 93.7812, 0.810887]","[153.677, 283.961, 0.570265]","[158.963, 282.214, 0.6343]","[155.435, 277.809, 0.577762]","[146.627, 283.97, 0.672243]","[140.489, 283.964, 0.632576]","[144.886, 277.846, 0.64317]"
"[145.741, 94.6449, 0.903095]","[148.38, 117.593, 0.849847]","[129.046, 116.687, 0.84253]","[124.665, 116.707, 0.569208]","[129.926, 125.512, 0.860713]","[166.02, 119.344, 0.8558]","[166.883, 148.399, 0.766925]","[168.661, 172.162, 0.776028]","[144.928, 171.293, 0.776401]","[135.19, 172.154, 0.72626]","[137.865, 223.218, 0.637833]","[142.233, 234.676, 0.0515136, 143.985, 276.033, 0.80268]","[158.06, 171.271, 0.758757]","[157.182, 180.992, 0.302416, 156.309, 210.016, 0.291967]","[156.318, 228.49, 0.737227]","[142.242, 88.5683, 0.897062]","[151.034, 88.5635, 0.944396]","[136.085, 93.7996, 0.866572]","[158.042, 93.8014, 0.887906]","[151.922, 247.861, 0.777403]","[158.064, 244.371, 0.741785]","[153.668, 228.521, 0.598778]","[144.874, 285.706, 0.761383]","[138.7, 284.883, 0.773237]","[144.898, 278.702, 0.69566]"
"[151.904, 92.9364, 0.895775]","[151.937, 121.091, 0.890868]","[132.564, 118.481, 0.80489]","[132.542, 144.902, 0.703812]","[134.324, 163.344, 0.745685]","[172.178, 121.954, 0.85636]","[172.208, 152.816, 0.848427]","[174.792, 184.483, 0.832637]","[150.148, 179.189, 0.755487]","[137.829, 179.187, 0.747097]","[143.096, 228.498, 0.794899]","[143.971, 275.175, 0.789809]","[159.845, 179.203, 0.753739]","[158.112, 227.608, 0.817705]","[158.069, 272.514, 0.81704]","[147.504, 88.5058, 0.894153]","[157.2, 88.5014, 0.922038]","[140.491, 93.7829, 0.796257]","[164.225, 92.0645, 0.825167]","[154.553, 284.886, 0.649879]","[159.856, 284.814, 0.692649]","[157.186, 277.791, 0.620023]","[142.24, 285.767, 0.743226]","[136.934, 284.881, 0.795533]","[144.899, 278.695, 0.689495]"
"[151.056, 92.0656, 0.890373]","[151.906, 119.33, 0.895299]","[131.698, 117.576, 0.840612]","[136.065, 143.109, 0.393282]","[136.914, 145.782, 0.668606]","[172.158, 121.098, 0.850384]","[172.202, 151.886, 0.869802]","[173.928, 180.13, 0.860924]","[149.274, 175.694, 0.700589]","[136.98, 175.694, 0.715075]","[141.365, 225.878, 0.734858]","[143.949, 275.167, 0.78627]","[159.001, 176.56, 0.725402]","[158.044, 222.347, 0.814913]","[158.034, 267.235, 0.75838]","[145.772, 88.4988, 0.913156]","[156.298, 87.6831, 0.89149]","[140.46, 92.9432, 0.793777]","[161.61, 91.1881, 0.803823]","[154.568, 284.822, 0.675438]","[159.854, 282.215, 0.660244]","[155.427, 270.751, 0.517986]","[143.128, 285.752, 0.775105]","[136.973, 284.886, 0.814041]","[144.893, 278.675, 0.734128]"
"[150.124, 94.683, 0.911865]","[150.169, 121.955, 0.895958]","[129.921, 121.121, 0.857872]","[123.783, 155.424, 0.837426]","[123.722, 182.741, 0.861559]","[169.524, 121.091, 0.804356]","[171.283, 152.79, 0.818847]","[172.117, 182.73, 0.831543]","[146.649, 177.446, 0.70501]","[136.08, 177.461, 0.711662]","[139.614, 228.52, 0.780126]","[144.009, 275.153, 0.791679]","[158.948, 177.461, 0.754019]","[158.029, 228.508, 0.814257]","[156.323, 273.424, 0.756472]","[144.847, 89.4277, 0.917861]","[152.791, 89.3972, 0.886592]","[137.846, 93.8226, 0.876316]","[158.985, 92.9157, 0.851904]","[152.802, 284.835, 0.625563]","[158.937, 283.971, 0.69133]","[154.564, 277.842, 0.58979]","[145.749, 284.837, 0.70121]","[139.605, 284.829, 0.669505]","[144.897, 278.667, 0.639133]"
"[150.157, 94.6712, 0.914443]","[151.006, 121.114, 0.913171]","[129.947, 121.098, 0.852537]","[124.63, 153.691, 0.820621]","[123.736, 181.869, 0.863803]","[170.418, 120.236, 0.813827]","[172.128, 151.961, 0.849909]","[172.152, 181.852, 0.860301]","[147.535, 176.561, 0.691937]","[136.927, 176.571, 0.718564]","[140.478, 228.501, 0.783221]","[144.013, 275.174, 0.800905]","[158.971, 177.433, 0.733064]","[158.036, 228.49, 0.812092]","[156.33, 273.426, 0.76185]","[144.883, 89.3995, 0.922721]","[153.682, 88.5776, 0.871398]","[138.709, 93.816, 0.838363]","[159.845, 92.9441, 0.847731]","[151.955, 284.824, 0.630217]","[158.111, 283.962, 0.68842]","[155.43, 277.839, 0.596503]","[144.883, 284.834, 0.72105]","[138.732, 284.819, 0.686388]","[144.908, 278.682, 0.656462]"
"[150.134, 92.9492, 0.871373]","[151.018, 118.451, 0.91116]","[130.773, 116.725, 0.877438]","[133.438, 136.961, 0.316403]","[136.069, 144.847, 0.579701]","[170.413, 120.228, 0.810911]","[170.386, 151.892, 0.793533]","[172.159, 180.11, 0.87429]","[146.627, 173.942, 0.72694]","[136.07, 173.936, 0.703455]","[137.862, 222.361, 0.799302]","[143.092, 275.152, 0.763978]","[158.119, 174.796, 0.763085]","[156.315, 218.83, 0.737705]","[157.195, 264.584, 0.801655]","[144.855, 88.5319, 0.955165]","[152.812, 88.5025, 0.919564]","[137.842, 93.7847, 0.829132]","[159.84, 91.1872, 0.838072]","[152.818, 282.205, 0.718385]","[158.975, 278.714, 0.759605]","[156.31, 265.509, 0.55567]","[139.599, 285.772, 0.746724]","[135.204, 284.887, 0.791118]","[144.894, 278.655, 0.740317]"
"[150.997, 94.6975, 0.935532]","[151.02, 121.956, 0.921907]","[130.773, 121.096, 0.856597]","[124.625, 153.686, 0.828108]","[123.73, 181.844, 0.87195]","[171.253, 121.112, 0.819454]","[172.135, 152.805, 0.8447]","[172.167, 182.72, 0.848306]","[147.505, 177.453, 0.69792]","[136.906, 178.303, 0.709334]","[141.358, 228.525, 0.791809]","[144.014, 274.293, 0.794119]","[158.954, 178.308, 0.742244]","[157.212, 228.477, 0.79516]","[156.327, 273.424, 0.757063]","[144.913, 89.4333, 0.89906]","[154.55, 89.4189, 0.847131]","[138.748, 93.8275, 0.829286]","[159.854, 93.7807, 0.834281]","[152.787, 284.811, 0.602862]","[158.118, 283.954, 0.667172]","[155.425, 277.844, 0.581683]","[144.917, 284.807, 0.696009]","[139.593, 283.978, 0.665252]","[144.887, 278.66, 0.641545]"
"[147.51, 94.6562, 0.879236]","[150.16, 118.476, 0.871245]","[129.895, 116.715, 0.872798]","[135.173, 129.033, 0.494474]","[136.97, 130.776, 0.410818]","[168.63, 121.98, 0.83168]","[168.642, 150.167, 0.763396]","[170.39, 173.087, 0.773853]","[144.905, 173.048, 0.774199]","[135.183, 173.061, 0.705999]","[137.851, 228.515, 0.714829]","[143.113, 276.927, 0.792577]","[157.212, 173.047, 0.730154]","[151.014, 198.581, 0.2769]","[151.949, 233.799, 0.527429]","[143.973, 89.4001, 0.913389]","[151.909, 88.5577, 0.946045]","[137.797, 94.6428, 0.866196]","[158.935, 92.9468, 0.870238]","[151.925, 251.39, 0.411375]","[157.185, 250.511, 0.421701]","[151.935, 235.544, 0.325093]","[139.6, 286.604, 0.714999]","[136.041, 285.714, 0.788693]","[144.878, 280.438, 0.672351]"
"[149.27, 94.6923, 0.910628]","[150.154, 121.102, 0.87652]","[129.894, 121.109, 0.846893]","[123.786, 154.565, 0.836215]","[123.709, 182.716, 0.865413]","[169.524, 120.21, 0.80487]","[171.299, 151.93, 0.842476]","[172.146, 182.732, 0.837152]","[146.649, 177.442, 0.706871]","[136.085, 177.458, 0.712289]","[139.61, 228.493, 0.786601]","[144.019, 275.179, 0.802196]","[158.939, 177.455, 0.748225]","[157.189, 227.632, 0.787178]","[156.328, 273.419, 0.757159]","[144.034, 89.439, 0.913072]","[151.956, 89.4099, 0.902286]","[137.845, 93.8149, 0.855314]","[158.977, 92.9337, 0.86269]","[153.67, 284.833, 0.613749]","[158.964, 283.956, 0.670478]","[154.552, 277.839, 0.585469]","[145.756, 284.845, 0.711403]","[139.601, 284.842, 0.685844]","[144.898, 278.687, 0.659599]"
"[150.169, 94.6841, 0.925111]","[151.006, 121.121, 0.91201]","[129.944, 121.115, 0.857622]","[124.636, 154.572, 0.814136]","[123.738, 182.718, 0.864673]","[170.42, 120.231, 0.815682]","[172.123, 151.948, 0.852782]","[172.168, 180.995, 0.873404]","[147.522, 177.458, 0.69676]","[136.911, 178.315, 0.719664]","[141.35, 228.53, 0.791899]","[144.009, 275.164, 0.799098]","[158.97, 178.309, 0.739737]","[158.035, 228.494, 0.804511]","[156.334, 273.425, 0.758554]","[144.894, 89.409, 0.919321]","[153.691, 89.3997, 0.861046]","[138.706, 93.7891, 0.833202]","[159.854, 92.9466, 0.848034]","[152.792, 284.829, 0.636789]","[158.931, 283.967, 0.696752]","[155.424, 277.84, 0.598977]","[144.903, 284.836, 0.733642]","[139.581, 284.825, 0.69899]","[144.894, 278.675, 0.663652]"
"[150.143, 94.6891, 0.919921]","[150.997, 121.104, 0.906169]","[129.929, 121.101, 0.856753]","[123.8, 154.558, 0.823592]","[123.728, 181.87, 0.868684]","[170.415, 120.211, 0.813139]","[172.119, 151.926, 0.860803]","[172.147, 180.985, 0.872624]","[147.523, 176.579, 0.687138]","[136.914, 177.442, 0.707043]","[140.489, 228.518, 0.781832]","[144.011, 275.159, 0.794555]","[158.966, 177.442, 0.728125]","[158.03, 228.469, 0.796532]","[156.322, 273.417, 0.755959]","[144.871, 89.4263, 0.919879]","[152.821, 89.4068, 0.869613]","[138.696, 93.8084, 0.845956]","[159.014, 92.9425, 0.853693]","[152.796, 284.834, 0.631049]","[158.936, 283.969, 0.692281]","[154.559, 277.831, 0.593371]","[145.744, 284.837, 0.70988]","[139.602, 284.825, 0.670599]","[144.89, 278.669, 0.653111]"
"[151, 94.6746, 0.928069]","[151.031, 121.952, 0.922831]","[130.775, 121.113, 0.860242]","[125.514, 153.696, 0.789875]","[123.77, 181.849, 0.847291]","[171.267, 121.086, 0.824228]","[172.142, 151.928, 0.868915]","[172.196, 181.837, 0.865691]","[148.409, 175.692, 0.687363]","[136.953, 175.696, 0.717467]","[141.364, 228.484, 0.785135]","[144.003, 275.164, 0.797643]","[158.989, 176.573, 0.719562]","[158.031, 227.61, 0.79633]","[156.333, 274.272, 0.756347]","[144.913, 89.4023, 0.911271]","[154.555, 88.5844, 0.860464]","[138.719, 93.804, 0.837705]","[159.864, 92.9485, 0.834276]","[152.793, 284.827, 0.615812]","[158.934, 283.967, 0.676637]","[154.572, 278.653, 0.608467]","[144.904, 284.834, 0.717938]","[139.58, 284.823, 0.685118]","[144.884, 278.676, 0.663762]"
"[151.005, 94.6885, 0.932462]","[151.027, 121.121, 0.921644]","[130.772, 121.088, 0.848412]","[124.646, 153.68, 0.814583]","[123.738, 181.847, 0.872073]","[171.269, 121.107, 0.824705]","[172.149, 152.806, 0.847612]","[172.177, 181.873, 0.857279]","[148.393, 177.436, 0.693171]","[136.936, 177.445, 0.722723]","[140.48, 228.498, 0.781382]","[144.01, 273.42, 0.798496]","[158.978, 177.459, 0.734142]","[158.034, 228.486, 0.794498]","[156.335, 273.427, 0.757712]","[144.917, 89.4263, 0.892924]","[154.558, 89.4092, 0.85511]","[138.742, 94.6517, 0.838256]","[159.858, 93.8043, 0.847243]","[151.948, 284.812, 0.623814]","[158.11, 283.961, 0.692078]","[156.299, 278.653, 0.598181]","[144.899, 284.809, 0.703297]","[138.743, 283.977, 0.66951]","[144.893, 277.83, 0.639022]"
"[147.505, 94.6787, 0.897464]","[150.164, 118.468, 0.889312]","[129.929, 117.575, 0.885976]","[130.807, 144.006, 0.472838]","[131.702, 151.051, 0.643404]","[168.645, 120.231, 0.806945]","[166.894, 151.915, 0.79103]","[165.978, 174.821, 0.720302]","[145.777, 174.803, 0.743247]","[136.07, 175.686, 0.704669]","[138.701, 227.627, 0.713606]","[144.021, 276.052, 0.822115]","[158.081, 173.946, 0.773165]","[152.787, 199.47, 0.71137]","[156.304, 240.835, 0.746333]","[143.974, 89.43, 0.900682]","[151.904, 88.5849, 0.931413]","[137.806, 93.8297, 0.838358]","[158.928, 93.7803, 0.859696]","[152.829, 257.548, 0.682964]","[158.933, 256.662, 0.70798]","[153.691, 242.581, 0.641321]","[144.892, 285.732, 0.744996]","[138.716, 285.702, 0.769301]","[145.753, 278.719, 0.693676]"
"[150.987, 93.7982, 0.888173]","[151, 121.093, 0.891712]","[130.767, 121.084, 0.849834]","[124.662, 151.958, 0.82874]","[116.715, 179.229, 0.8932]","[170.392, 119.344, 0.7897]","[166.033, 130.812, 0.453883]","[165.117, 143.972, 0.681351]","[150.135, 176.559, 0.724225]","[136.988, 174.822, 0.74484]","[138.749, 217.938, 0.742044]","[138.708, 259.329, 0.781089]","[159.844, 177.454, 0.715021]","[158.057, 226.728, 0.775233]","[157.196, 273.396, 0.766399]","[144.902, 88.5511, 0.932795]","[153.695, 88.5283, 0.88857]","[138.736, 93.7949, 0.823694]","[160.714, 92.9231, 0.829017]","[151.02, 285.706, 0.720973]","[158.078, 285.695, 0.734623]","[157.172, 277.785, 0.606099]","[139.6, 277.787, 0.771667]","[134.324, 274.293, 0.685612]","[142.218, 262.816, 0.598727]"
"[151.016, 94.694, 0.931248]","[151.049, 121.121, 0.920518]","[130.798, 121.086, 0.843514]","[126.39, 153.665, 0.788111]","[123.775, 180.986, 0.863136]","[171.291, 120.239, 0.830852]","[172.155, 151.941, 0.874752]","[172.201, 181.852, 0.8671]","[148.414, 177.447, 0.69822]","[136.957, 177.444, 0.724186]","[142.218, 228.525, 0.797313]","[144.019, 276.038, 0.808704]","[158.99, 178.321, 0.735303]","[158.049, 228.487, 0.823396]","[157.167, 273.404, 0.76983]","[145.744, 89.4276, 0.883407]","[154.572, 89.4114, 0.847255]","[139.585, 93.8207, 0.821562]","[160.714, 92.9421, 0.817626]","[153.676, 284.821, 0.628829]","[158.964, 283.947, 0.687176]","[154.574, 277.825, 0.599344]","[145.759, 284.823, 0.700272]","[139.611, 284.818, 0.664324]","[144.9, 278.701, 0.657708]"
