gravity_angle,angle01,angle02,angle03,angle04,angle05,angle06,angle07,angle08,angle09,angle10,angle11,angle12,angle13,limb_angle01,limb_angle02,limb_angle03,limb_angle04,orient01,orient02,orient03
2.1602716279431795,1.2797340014070742,1.5576041511858967,2.095256170633849,3.0790312963544797,2.03308359473243,3.1290673542812493,1.5234789951793848,1.5088260099565858,3.0590426320716753,3.0597649643299016,1.5677276736574444,3.1374010745939485,3.0723400642266117,0.9254868533301563,0.909709984564253,0.08681489243461375,0.0829548033947192,4.71238898038469,4.71238898038469,4.5236512128645545
1.4473737660427641,1.5709038171706555,1.5718535439209413,1.7184464661379097,3.0250720995867635,1.5837187667429435,3.024759776204436,1.5698470799048092,1.5549650828700257,3.0444230152185425,3.1074699212179113,1.4931252660357484,3.098632896221067,3.105287372818337,0.665411198355557,0.6491038394998022,0.08481634590676941,0.07227721929579946,4.71238898038469,4.71238898038469,4.499621345995378
0.0627257690936279,1.5962111783189303,1.5851592465756963,1.7186443524058712,3.0248240181632844,1.5853590503464743,3.0005866505066554,1.5565919489788376,1.5550967663140278,3.042478868763352,3.1050605841451255,1.4915757476053,3.0972826263700473,3.10555301414988,0.6634437690777082,0.6500223665521765,0.08981459297111752,0.06652449124528736,4.71238898038469,4.71238898038469,4.532929017074102
0.049696169955953835,1.5967447506810841,1.5850975391380944,1.6955058325731418,3.047673513222457,1.584301890657931,2.994594333227022,1.5568438212839355,1.5551406522294844,3.04273060418994,3.10569700179843,1.4915026226799382,3.0973618968380006,3.105343309701684,0.6687547895386986,0.6458538214072929,0.08972318426952552,0.06657307333287019,4.71238898038469,4.71238898038469,4.532345451682957
0.5315610864740012,1.6245205935698055,1.5998509754010495,1.6696501263324557,3.0461390671028044,1.6090240461542227,3.0397762944470235,1.6069102372858604,1.6196381633009547,3.044588000160377,3.1012860534942264,1.5066383956666984,3.112281581917792,3.107141688470507,0.6711308317720986,0.648658081141895,0.08988086401141956,0.06451073180839936,4.71238898038469,4.71238898038469,4.541100128906161
0.5315803020296512,1.6245110030865582,1.6000766603448877,1.669501676977135,3.0461194275285823,1.6091685614150086,3.039821252898443,1.542442353958346,1.5555627336384266,3.044379539376229,3.1071856689795645,1.5065974238663302,3.1122348533846087,3.1070343588536375,0.6712981716835067,0.6485725611435567,0.09007074786641694,0.06445736649927421,4.71238898038469,4.71238898038469,4.5337782094754395
0.3918303052830466,1.598186989687076,1.5857451658734922,1.673627179656992,3.0703057728577585,1.6114235950324671,3.0279156190541667,1.556288210172441,1.554970459092868,3.0445184411282757,3.100993560629478,1.4916641534298474,3.0972041284796767,3.1067599818154004,0.6672913229106653,0.6608403213869661,0.08413361773607447,0.07234675470524776,4.71238898038469,4.71238898038469,4.541457220499839
0.38976380383269343,1.5983021979935543,1.5860433755672037,1.6732038876032047,3.070718145761504,1.6092347884870868,3.0459887626525717,1.620460764298776,1.6195860833868783,3.042343662792944,3.0989899368201446,1.4914607535746287,3.0971365678185454,3.10713911430283,0.6673103843991859,0.6507113192987811,0.08399030581146505,0.07224765153531457,4.71238898038469,4.71238898038469,4.548619842363121
0.34886922607618837,1.5720162545646104,1.571958738125666,1.6948848863512993,3.049547146465664,1.5878054070960155,3.009207098783482,1.570312330451867,1.5552923577758835,3.042364635768158,3.09903696077743,1.4914978789751818,3.0973486543948234,3.1059280519376964,0.6597002961918538,0.6681624448788948,0.07821128747818923,0.07807109992696425,4.71238898038469,4.71238898038469,4.541092569831629
0.35968477232965185,1.5981992548182133,1.5858351377266668,1.6710815848882492,3.0737859299763715,1.6113190580332881,3.053040838773304,1.556390277836597,1.5554369353260742,3.042395060163437,3.0986423661437517,1.5065948461184615,3.112076773737644,3.1070206913811744,0.6631000604623294,0.6553159944004134,0.0840304674493357,0.07025789156938544,4.71238898038469,4.71238898038469,4.5417786549965715
0.06054460471404254,1.596855358582794,1.585427769812146,1.694929229542732,3.0495182645629595,1.586073969115919,3.00197465143112,1.5567365864567608,1.5552079738878377,3.042582887100418,3.099721964436605,1.4915939490342407,3.0973335573420444,3.105463252694483,0.6731260633745556,0.6503380071340238,0.08976442069853303,0.0665150944493533,4.71238898038469,4.71238898038469,4.540185693515282
