gravity_angle,angle01,angle02,angle03,angle04,angle05,angle06,angle07,angle08,angle09,angle10,angle11,angle12,angle13,limb_angle01,limb_angle02,limb_angle03,limb_angle04,orient01,orient02,orient03
1.9266299046056083,1.4483374544451215,1.6249380959778157,1.5361634568393396,3.1171012178851494,1.6863403450937264,3.0624650136755704,1.6793220983017372,1.5065181884578358,3.025835730901869,2.9503165562638105,1.6384329789709702,3.1409979442479736,2.659283243536711,0.6183979960734651,0.6156819106037109,0.04918274358653715,0.09183672888907798,4.71238898038469,4.71238898038469,5.008428713645063
1.927573639032868,1.4914276075312731,1.5829359357955148,1.5803037707987675,3.118772144590263,1.689769926967369,3.057297559284292,1.6054521002416595,1.4309086662361297,3.022747407963927,3.0518088671139205,1.5512443734058599,3.1402458680946723,2.744426493247375,0.6141553580145245,0.6197074526221971,0.049882921712219676,0.09110754707097594,4.71238898038469,4.71238898038469,4.938222485138215
1.9254382788106787,1.4908130243425697,1.58315115950868,1.580373170954536,3.119170066287399,1.6860672938196,3.0620586674525163,1.6773151187835174,1.500277524343055,3.0203748074136088,3.053687570247753,1.6361920043230982,3.139849323144525,2.7446535414119526,0.6143984372848059,0.6148332658665089,0.049744640200378526,0.09088332326708916,4.71238898038469,4.71238898038469,5.008819028048974
1.928106754143895,1.4913209584587577,1.5830150625078663,1.5789801661868141,3.114817729248003,1.6898137332725414,3.056749099980286,1.6056297302761033,1.4311358266487637,3.022968147451248,3.0531188526629935,1.5512765158925292,3.1408865528935466,2.744635946199082,0.609452780619708,0.6198107779449336,0.0498685196084388,0.09095426996883102,4.71238898038469,4.71238898038469,4.924884457724477
1.9275417867475486,1.4914016825151308,1.5830060751800026,1.5790223066428573,3.114813048567331,1.6898365650832927,3.056794360236396,1.6778457839996936,1.500659729754503,3.020262335481472,3.0530297029148095,1.5512559698884878,3.1408660068896315,2.744729118301959,0.6094471579622838,0.6198031692825714,0.049683277800765424,0.09093505553706455,4.71238898038469,4.71238898038469,4.924746740693931
1.925837995158433,1.4907493670564749,1.5832381159334,1.5802355592436592,3.1191361735891614,1.6861983652061132,3.062285621278089,1.6773729522661354,1.5002098336640726,3.0202814652503123,3.0544983659334735,1.6360901962147973,3.139596456019408,2.7444760040156475,0.614383702032011,0.6148662315816731,0.049706782265294076,0.09092283236154126,4.71238898038469,4.71238898038469,4.990146639176629
1.925229058694785,1.4903409220206958,1.5835683464175123,1.580131280316858,3.1195749271078967,1.6866514435080895,3.0611332764011387,1.6772640935154906,1.5003619829071688,3.020585895723485,3.0547614485632275,1.6360461948651885,3.1395651441725314,2.7449783337924454,0.6144543679603603,0.6150888328989701,0.04980175431755695,0.09084974730264966,4.71238898038469,4.71238898038469,4.989804045820299
1.9602607570933333,1.490460661238121,1.5835017578269295,1.5800493193172533,3.119297106629967,1.686376434294591,3.061808694781996,1.6055810958633088,1.4498905995740892,3.0610707256272742,3.0740342644393066,1.5509198329836356,3.140031801290231,2.7449540196673996,0.6144669868777826,0.6148665915660365,0.05239375810933926,0.09102313349030416,4.71238898038469,4.71238898038469,4.989870643662225
1.9241197995824346,1.491150233903145,1.583229692966618,1.5799132496071073,3.118453656273446,1.6865249822844142,3.0621159076856728,1.6052798593421187,1.4332923203686883,3.0256231430604674,3.0523787216350735,1.5517132569729122,3.1410386483707438,2.6597154572350927,0.6142241973402031,0.6150046228509719,0.04967088656505055,0.0909586479939835,4.71238898038469,4.71238898038469,5.073002623705419
1.928092933187728,1.4912963962856347,1.5830225294407343,1.5805253698962627,3.1193563189757585,1.633410814588959,3.0608407674037563,1.6055784455597024,1.431155719634594,3.022966362757726,3.0537820108610316,1.5512576694379447,3.1408637954743646,2.6599654409953657,0.6141739280952344,0.6243001535056693,0.04991131172165251,0.0909040094013526,4.71238898038469,4.71238898038469,5.008398664920614
1.9247113495971249,1.490592409981219,1.5833103895799363,1.5802425856536055,3.1195132031821253,1.6306279460929336,3.0637262200452775,1.6056330918499024,1.431180839129876,3.0230785618392964,3.053945408741004,1.5510135534665905,3.1399728391397526,2.7457939746712636,0.6144826024154705,0.6197232769510794,0.04993803396329264,0.09109003866192661,4.71238898038469,4.71238898038469,4.98859382332259
2.0070558063853334,1.4906136652656523,1.5659442218261341,1.5802747744744556,3.1193789082127985,1.6338527969607377,3.0595694267063207,1.7016199041576492,1.50972140216986,3.022946252299891,3.0533531418422366,1.6118482722378826,3.1021920486885097,2.7261826406574228,0.5971472374458905,0.6417088690650122,0.0354389373245883,0.10352461467733938,4.71238898038469,4.71238898038469,4.988536036251114
2.0059576098175995,1.4896509778400446,1.5648296024331065,1.553085325711118,3.0509806481638644,1.5731257255836357,3.1249826573749226,1.7036261502733163,1.5305407793279664,3.082658836258334,3.0921560315152314,1.5513003438925828,3.120549834612028,2.725963799937599,0.5853275329619986,0.6150709353307978,0.034587338318373455,0.10949821613374618,4.71238898038469,4.71238898038469,4.922258708956107
