鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[739.3512573242188, 654.8043823242188]","[729.75, 645.2030639648438]","[710.5474853515625, 664.4055786132812]","[892.9714965820312, 770.0194702148438]","[672.1424560546875, 712.4119262695312]","[777.75634765625, 722.0132446289062]","[748.9525756835938, 818.0258178710938]","[950.5791015625, 731.6144409179688]","[921.7753295898438, 779.6207885742188]","[873.7689819335938, 741.2157592773438]","[854.5664672851562, 731.6144409179688]","[1008.1866455078125, 846.8296508789062]","[1008.1866455078125, 894.8359985351562]","[1219.4144287109375, 731.6144409179688]","[1229.015625, 750.8169555664062]","[1411.439697265625, 923.6398315429688]","[1411.439697265625, 942.8422241210938]"
"[731.0950317382812, 655.1045532226562]","[731.0950317382812, 645.5170288085938]","[711.9201049804688, 664.6919555664062]","[894.0820922851562, 770.1542358398438]","[673.5701293945312, 712.6293334960938]","[779.0324096679688, 722.2168579101562]","[750.2699584960938, 818.0916137695312]","[951.60693359375, 731.8042602539062]","[922.8445434570312, 779.7416381835938]","[874.9071655273438, 741.3917846679688]","[855.732177734375, 731.8042602539062]","[1009.1317749023438, 837.2665405273438]","[1009.1317749023438, 894.7914428710938]","[1220.05615234375, 731.8042602539062]","[1239.231201171875, 750.9791870117188]","[1411.8056640625, 923.5537719726562]","[1411.8056640625, 942.7288208007812]"
"[718.374267578125, 656.1864013671875]","[708.580322265625, 656.1864013671875]","[688.992431640625, 656.1864013671875]","[1413.7437744140625, 901.0347900390625]","[659.6106567382812, 734.5379028320312]","[767.3439331054688, 734.5379028320312]","[757.5499877929688, 822.683349609375]","[914.2530517578125, 744.3318481445312]","[924.0469360351562, 783.507568359375]","[855.4893798828125, 744.3318481445312]","[835.9015502929688, 734.5379028320312]","[1002.3984375, 842.2711791992188]","[992.6044921875, 891.2408447265625]","[1208.071044921875, 734.5379028320312]","[1227.658935546875, 754.1257934570312]","[1413.7437744140625, 930.4166259765625]","[1413.7437744140625, 940.2105712890625]"
"[716.8663940429688, 668.2084350585938]","[707.0822143554688, 658.4242553710938]","[687.513916015625, 668.2084350585938]","[1411.5419921875, 903.0283813476562]","[658.1614379882812, 726.9133911132812]","[765.7872924804688, 736.6975708007812]","[746.2189331054688, 834.5391845703125]","[922.3338623046875, 746.4817504882812]","[922.3338623046875, 785.618408203125]","[853.8446655273438, 746.4817504882812]","[834.2764282226562, 736.6975708007812]","[1010.391357421875, 844.3233642578125]","[990.822998046875, 893.2442016601562]","[1215.858642578125, 736.6975708007812]","[1225.642822265625, 756.2659301757812]","[1421.326171875, 932.3807983398438]","[1431.1102294921875, 951.9491577148438]"
"[715.8358764648438, 671.9854125976562]","[706.0267944335938, 662.1763305664062]","[686.4085693359375, 671.9854125976562]","[1412.28125, 907.4036254882812]","[656.9812622070312, 740.6490478515625]","[764.8812866210938, 740.6490478515625]","[745.2631225585938, 838.7399291992188]","[912.0176391601562, 760.2672119140625]","[921.8267211914062, 789.6944580078125]","[843.3540649414062, 750.4581298828125]","[823.73583984375, 740.6490478515625]","[1000.2994995117188, 838.7399291992188]","[990.4903564453125, 887.7853393554688]","[1216.099365234375, 730.8399658203125]","[1225.908447265625, 750.4581298828125]","[1422.09033203125, 936.8308715820312]","[1422.09033203125, 946.6399536132812]"
"[716.1332397460938, 671.9445190429688]","[706.331787109375, 662.14306640625]","[686.7288818359375, 671.9445190429688]","[1412.036376953125, 907.1793212890625]","[657.3245239257812, 740.5546875]","[765.1405029296875, 740.5546875]","[745.53759765625, 838.5691528320312]","[912.1622924804688, 760.1575317382812]","[921.9637451171875, 789.5619506835938]","[843.5521240234375, 750.3561401367188]","[823.94921875, 740.5546875]","[1000.3753051757812, 838.5691528320312]","[990.5739135742188, 887.5764770507812]","[1216.00732421875, 730.753173828125]","[1225.8087158203125, 750.3561401367188]","[1421.8377685546875, 936.583740234375]","[1421.8377685546875, 946.3851928710938]"
"[711.3760375976562, 673.6292724609375]","[701.4928588867188, 673.6292724609375]","[681.7264404296875, 683.512451171875]","[1413.083740234375, 910.8262939453125]","[652.0767822265625, 742.8116455078125]","[750.9088745117188, 752.6948852539062]","[741.0256958007812, 841.6437377929688]","[909.0402221679688, 762.578125]","[918.9234619140625, 792.2277221679688]","[839.8577880859375, 752.6948852539062]","[820.0913696289062, 742.8116455078125]","[1007.8723754882812, 841.6437377929688]","[988.1058959960938, 891.0598754882812]","[1215.419677734375, 732.928466796875]","[1225.3028564453125, 752.6948852539062]","[1413.083740234375, 930.5926513671875]","[1422.967041015625, 950.3590698242188]"
"[703.8323364257812, 686.2855224609375]","[693.8306884765625, 676.2838745117188]","[673.827392578125, 686.2855224609375]","[1413.94970703125, 916.3236083984375]","[643.8224487304688, 756.297119140625]","[753.8406372070312, 766.2987670898438]","[733.8373413085938, 856.3135986328125]","[903.865478515625, 776.3004150390625]","[913.8671264648438, 796.3037109375]","[833.8538818359375, 756.297119140625]","[813.8505859375, 746.2954711914062]","[1003.8819580078125, 846.31201171875]","[993.88037109375, 896.3202514648438]","[1213.916748046875, 736.2938232421875]","[1223.9183349609375, 756.297119140625]","[1403.947998046875, 916.3236083984375]","[1423.951416015625, 946.3285522460938]"
"[704.1857299804688, 686.2933349609375]","[694.185791015625, 676.2933959960938]","[674.1859741210938, 686.2933349609375]","[1414.18017578125, 916.2916259765625]","[644.1861572265625, 756.2927856445312]","[754.1853637695312, 766.292724609375]","[734.1854858398438, 856.2919921875]","[904.1841430664062, 776.2926025390625]","[914.1841430664062, 796.29248046875]","[834.1847534179688, 756.2927856445312]","[814.1848754882812, 746.2928466796875]","[1004.1834716796875, 846.2921142578125]","[994.1834716796875, 896.2916870117188]","[1214.1817626953125, 736.29296875]","[1224.181640625, 756.2927856445312]","[1404.1802978515625, 916.2916259765625]","[1424.18017578125, 946.2913208007812]"
"[699.454833984375, 697.1983032226562]","[689.3435668945312, 687.0870361328125]","[669.1211547851562, 697.1983032226562]","[1417.3515625, 919.6452026367188]","[638.7875366210938, 757.8656005859375]","[750.0109252929688, 767.9768676757812]","[729.7885131835938, 858.9778442382812]","[911.7905883789062, 767.9768676757812]","[911.7905883789062, 798.3104858398438]","[830.9006958007812, 757.8656005859375]","[800.5670776367188, 747.75439453125]","[1002.7915649414062, 848.8665771484375]","[992.6802368164062, 899.4227294921875]","[1205.015869140625, 737.6431274414062]","[1225.23828125, 757.8656005859375]","[1417.3515625, 919.6452026367188]","[1417.3515625, 939.8675537109375]"
"[677.2254028320312, 707.7914428710938]","[667.1650390625, 697.7310791015625]","[657.1046752929688, 717.851806640625]","[1411.633056640625, 929.1197509765625]","[626.9235229492188, 778.214111328125]","[747.6480712890625, 768.1537475585938]","[727.5272827148438, 868.757568359375]","[908.6141357421875, 768.1537475585938]","[898.5537719726562, 808.395263671875]","[828.131103515625, 768.1537475585938]","[797.949951171875, 758.0933227539062]","[999.1575317382812, 848.63671875]","[989.09716796875, 898.938720703125]","[1210.4254150390625, 727.9121704101562]","[1220.48583984375, 758.0933227539062]","[1431.7537841796875, 908.9990234375]","[1421.693359375, 939.18017578125]"
"[685.9512939453125, 707.3142700195312]","[675.8788452148438, 697.2417602539062]","[655.7338256835938, 717.38671875]","[1411.170654296875, 928.9090576171875]","[625.516357421875, 777.8216552734375]","[746.3862915039062, 767.7491455078125]","[726.2412719726562, 868.4740600585938]","[907.546142578125, 767.7491455078125]","[897.4735717773438, 808.0391845703125]","[826.9661865234375, 767.7491455078125]","[796.7487182617188, 757.6766967773438]","[1008.27099609375, 848.3291015625]","[988.1260375976562, 898.6915283203125]","[1219.793212890625, 737.53173828125]","[1219.793212890625, 757.6766967773438]","[1431.3154296875, 918.8365478515625]","[1421.2431640625, 938.9815063476562]"
"[679.5309448242188, 720.1026000976562]","[669.3580322265625, 709.9296875]","[649.0122680664062, 730.2755126953125]","[1411.9794921875, 933.7333984375]","[628.6664428710938, 791.3128662109375]","[740.568359375, 770.9671020507812]","[720.2225341796875, 872.696044921875]","[903.3346557617188, 760.794189453125]","[893.1618041992188, 801.4857788085938]","[821.9515380859375, 760.794189453125]","[791.4328002929688, 760.794189453125]","[1015.2365112304688, 842.1773681640625]","[994.8908081054688, 903.2147827148438]","[1218.6944580078125, 740.4484252929688]","[1218.6944580078125, 760.794189453125]","[1432.3253173828125, 913.3876342773438]","[1422.15234375, 943.9063720703125]"
"[671.1436157226562, 731.196044921875]","[660.8112182617188, 720.8636474609375]","[640.1465454101562, 741.5283813476562]","[1404.74072265625, 937.8430786132812]","[619.4818115234375, 803.5225219726562]","[733.1377563476562, 782.8577880859375]","[722.8053588867188, 886.1813354492188]","[888.1229858398438, 751.8607177734375]","[888.1229858398438, 803.5225219726562]","[826.12890625, 772.5254516601562]","[784.7994995117188, 762.1930541992188]","[1012.1112060546875, 844.8519287109375]","[991.446533203125, 896.513671875]","[1218.75830078125, 731.196044921875]","[1229.090576171875, 762.1930541992188]","[1425.4052734375, 917.1784057617188]","[1425.4052734375, 948.1754760742188]"
"[663.6572875976562, 744.2767333984375]","[652.958740234375, 722.8796997070312]","[631.5617065429688, 744.2767333984375]","[1412.553466796875, 936.8500366210938]","[610.1646728515625, 797.769287109375]","[717.1498413085938, 797.769287109375]","[717.1498413085938, 883.357421875]","[877.6275634765625, 754.9752807617188]","[877.6275634765625, 787.07080078125]","[824.135009765625, 776.3722534179688]","[781.3409423828125, 765.6737670898438]","[1006.0098266601562, 829.8648681640625]","[984.6127319335938, 894.0559692382812]","[1219.97998046875, 733.5782470703125]","[1219.97998046875, 754.9752807617188]","[1455.347412109375, 861.9603881835938]","[1423.251953125, 947.5485229492188]"
"[663.6066284179688, 743.9957275390625]","[652.9022216796875, 722.5868530273438]","[631.4933471679688, 743.9957275390625]","[1412.916259765625, 936.6753540039062]","[610.0845336914062, 797.517822265625]","[727.8331909179688, 786.8133544921875]","[717.1287841796875, 883.1531982421875]","[877.6951293945312, 754.7001342773438]","[877.6951293945312, 797.517822265625]","[824.1730346679688, 776.1090087890625]","[781.3552856445312, 765.404541015625]","[1006.148193359375, 829.631103515625]","[984.7393188476562, 893.8575439453125]","[1220.236572265625, 733.291259765625]","[1220.236572265625, 754.7001342773438]","[1455.73388671875, 851.0399169921875]","[1423.62060546875, 947.3797607421875]"
"[641.7332763671875, 753.5442504882812]","[619.8145141601562, 742.5848388671875]","[608.8551635742188, 764.5036010742188]","[1419.8485107421875, 939.853515625]","[608.8551635742188, 830.2598876953125]","[729.4082641601562, 797.3817138671875]","[707.489501953125, 896.0159912109375]","[871.8800659179688, 753.5442504882812]","[871.8800659179688, 786.4223022460938]","[817.083251953125, 786.4223022460938]","[773.2457275390625, 764.5036010742188]","[1014.3518676757812, 841.2191162109375]","[992.4331665039062, 896.0159912109375]","[1222.579833984375, 742.5848388671875]","[1233.5391845703125, 775.4630126953125]","[1452.7265625, 874.0972900390625]","[1430.807861328125, 950.8128662109375]"
"[634.2969360351562, 762.93017578125]","[611.9791870117188, 751.7713012695312]","[600.8202514648438, 774.0890502929688]","[1437.7373046875, 952.6314086914062]","[600.8202514648438, 841.0424194335938]","[723.568115234375, 807.5657958984375]","[712.4092407226562, 896.8368530273438]","[868.6337280273438, 751.7713012695312]","[857.474853515625, 785.2479858398438]","[812.8392944335938, 785.2479858398438]","[812.8392944335938, 774.0890502929688]","[1024.858154296875, 829.883544921875]","[980.22265625, 896.8368530273438]","[1225.71826171875, 740.6124267578125]","[1225.71826171875, 762.93017578125]","[1415.41943359375, 919.1547241210938]","[1426.578369140625, 952.6314086914062]"
"[635.1593627929688, 763.3323974609375]","[612.885498046875, 752.1954345703125]","[601.7485961914062, 774.4693603515625]","[1437.02001953125, 941.523681640625]","[601.7485961914062, 841.291015625]","[724.2550659179688, 807.8801879882812]","[713.1181030273438, 896.975830078125]","[869.035400390625, 752.1954345703125]","[857.8984375, 785.6062622070312]","[813.3506469726562, 785.6062622070312]","[802.2136840820312, 774.4693603515625]","[1024.95263671875, 830.1541137695312]","[980.4049072265625, 896.975830078125]","[1225.417724609375, 741.0584716796875]","[1225.417724609375, 763.3323974609375]","[1414.74609375, 919.249755859375]","[1425.8828125, 952.6605834960938]"
"[629.7760620117188, 772.3758544921875]","[596.0139770507812, 761.121826171875]","[596.0139770507812, 783.6298217773438]","[1440.06591796875, 941.186279296875]","[596.0139770507812, 851.154052734375]","[708.5542602539062, 806.137939453125]","[708.5542602539062, 907.4241943359375]","[854.8566284179688, 738.61376953125]","[854.8566284179688, 783.6298217773438]","[809.8405151367188, 783.6298217773438]","[798.5864868164062, 772.3758544921875]","[1012.4130249023438, 839.9000244140625]","[978.6509399414062, 896.170166015625]","[1226.2393798828125, 749.8677978515625]","[1226.2393798828125, 761.121826171875]","[1428.811767578125, 907.4241943359375]","[1428.811767578125, 963.6942749023438]"
"[620.2687377929688, 772.7150268554688]","[586.6103515625, 761.4955444335938]","[586.6103515625, 795.154052734375]","[1439.290771484375, 952.2267456054688]","[597.829833984375, 851.2514038085938]","[710.0245971679688, 806.3734741210938]","[710.0245971679688, 896.1293334960938]","[855.8778686523438, 739.0565795898438]","[855.8778686523438, 772.7150268554688]","[799.7804565429688, 783.9345092773438]","[788.5609741210938, 772.7150268554688]","[1024.169921875, 840.0319213867188]","[979.2921142578125, 896.1293334960938]","[1226.12060546875, 750.2760620117188]","[1214.901123046875, 761.4955444335938]","[1428.0711669921875, 907.3488159179688]","[1428.0711669921875, 952.2267456054688]"
"[607.6441040039062, 775.830810546875]","[575.8317260742188, 775.830810546875]","[586.4358520507812, 797.0390625]","[724.289306640625, 818.247314453125]","[597.0399780273438, 860.6636962890625]","[713.6852416992188, 818.247314453125]","[703.0811157226562, 903.0802001953125]","[862.1427612304688, 733.4143676757812]","[851.5386352539062, 765.2267456054688]","[798.5181274414062, 786.4349365234375]","[766.7057495117188, 775.830810546875]","[1010.6002807617188, 839.4555053710938]","[989.3920288085938, 881.8718872070312]","[1222.6824951171875, 733.4143676757812]","[1212.078369140625, 754.62255859375]","[1413.556396484375, 924.2883911132812]","[1424.1605224609375, 945.49658203125]"
"[607.8082275390625, 776.0828857421875]","[576.06494140625, 776.0828857421875]","[586.6460571289062, 797.2451171875]","[1369.6470947265625, 934.7993774414062]","[597.2271118164062, 860.731689453125]","[713.6192016601562, 818.4072875976562]","[703.0381469726562, 903.0560913085938]","[861.7545776367188, 733.758544921875]","[851.1734619140625, 765.5018310546875]","[798.2680053710938, 786.6640014648438]","[766.5247192382812, 776.0828857421875]","[1009.8899536132812, 839.5694580078125]","[988.7277221679688, 892.4749755859375]","[1221.51171875, 733.758544921875]","[1210.9306640625, 754.9207153320312]","[1411.9715576171875, 924.2183227539062]","[1422.5526123046875, 945.3804321289062]"
"[591.7455444335938, 789.2909545898438]","[560.281005859375, 789.2909545898438]","[570.7692260742188, 810.267333984375]","[612.7218627929688, 925.63720703125]","[591.7455444335938, 873.1962890625]","[707.115478515625, 820.7554931640625]","[707.115478515625, 904.660888671875]","[853.9498901367188, 736.85009765625]","[843.4617309570312, 768.3146362304688]","[791.0208740234375, 778.8027954101562]","[759.5563354492188, 778.8027954101562]","[1011.2724609375, 831.24365234375]","[1000.7843017578125, 883.6845092773438]","[1221.035888671875, 726.3619384765625]","[1210.5477294921875, 747.3382568359375]","[1420.31103515625, 925.63720703125]","[1420.31103515625, 946.6135864257812]"
"[592.5352172851562, 789.7125244140625]","[561.1905517578125, 789.7125244140625]","[571.6387939453125, 810.6090087890625]","[613.4315795898438, 925.5392456054688]","[592.5352172851562, 873.2982177734375]","[717.9136352539062, 821.0571899414062]","[697.0172729492188, 904.6427612304688]","[853.7402954101562, 737.4715576171875]","[843.2920532226562, 768.816162109375]","[791.0510864257812, 779.2643432617188]","[759.7064819335938, 779.2643432617188]","[1010.4633178710938, 831.50537109375]","[1000.0151977539062, 894.1946411132812]","[1219.4273681640625, 727.0233154296875]","[1219.4273681640625, 747.9197998046875]","[1428.391357421875, 904.6427612304688]","[1428.391357421875, 946.4356689453125]"
"[592.1580200195312, 789.4765625]","[560.8348999023438, 789.4765625]","[571.2759399414062, 810.358642578125]","[613.0401000976562, 925.2100830078125]","[592.1580200195312, 873.0048828125]","[717.4505615234375, 820.7996215820312]","[696.5684814453125, 904.3279418945312]","[853.1841430664062, 737.2713012695312]","[842.7431030273438, 768.594482421875]","[790.537841796875, 779.0354614257812]","[759.2147827148438, 779.0354614257812]","[1009.7997436523438, 831.24072265625]","[999.3587036132812, 893.886962890625]","[1218.62060546875, 726.8302612304688]","[1218.62060546875, 747.7123413085938]","[1427.44140625, 914.76904296875]","[1427.44140625, 956.533203125]"
"[601.6382446289062, 798.4428100585938]","[549.3560180664062, 808.8992309570312]","[570.2688598632812, 819.3556518554688]","[622.5510864257812, 923.9201049804688]","[601.6382446289062, 882.0942993164062]","[716.6591186523438, 829.8121337890625]","[706.20263671875, 913.463623046875]","[842.1363525390625, 725.2477416992188]","[842.1363525390625, 767.073486328125]","[779.3977661132812, 777.5299682617188]","[758.4848022460938, 777.5299682617188]","[1009.4393920898438, 829.8121337890625]","[998.98291015625, 892.5507202148438]","[1218.568115234375, 735.7041625976562]","[1218.568115234375, 756.6170654296875]","[1427.697021484375, 923.9201049804688]","[1427.697021484375, 955.2894287109375]"
"[592.1946411132812, 817.7846069335938]","[559.1167602539062, 817.7846069335938]","[581.168701171875, 850.8624267578125]","[1397.088623046875, 950.095947265625]","[603.2205810546875, 883.9402465820312]","[702.4541015625, 839.83642578125]","[702.4541015625, 905.9921264648438]","[845.7913818359375, 740.6029052734375]","[845.7913818359375, 762.65478515625]","[779.6357421875, 784.7067260742188]","[768.6098022460938, 784.7067260742188]","[1022.20654296875, 839.83642578125]","[1000.1546630859375, 883.9402465820312]","[1231.699462890625, 729.5769653320312]","[1209.6474609375, 751.62890625]","[1419.140625, 939.0699462890625]","[1419.140625, 950.095947265625]"
"[591.7299194335938, 818.08544921875]","[569.6353759765625, 818.08544921875]","[580.6826782226562, 851.2272338867188]","[569.6353759765625, 829.1326904296875]","[602.7771606445312, 884.368896484375]","[702.2024536132812, 840.179931640625]","[702.2024536132812, 917.5107421875]","[845.8167724609375, 740.754638671875]","[845.8167724609375, 762.8491821289062]","[779.533203125, 784.9436645507812]","[768.4860229492188, 784.9436645507812]","[1022.5728149414062, 840.179931640625]","[1000.478271484375, 884.368896484375]","[1232.4705810546875, 729.7073974609375]","[1210.3759765625, 751.8019409179688]","[1420.27392578125, 939.605224609375]","[1420.27392578125, 950.6525268554688]"
"[596.0360717773438, 818.0374755859375]","[574.0955200195312, 818.0374755859375]","[574.0955200195312, 850.9483032226562]","[1396.86669921875, 949.680908203125]","[596.0360717773438, 905.7997436523438]","[705.7389526367188, 839.9780883789062]","[694.7686767578125, 916.7700805664062]","[848.3526611328125, 741.2454833984375]","[837.38232421875, 763.1860961914062]","[782.5309448242188, 774.1563720703125]","[771.5606689453125, 785.1265869140625]","[1023.8771362304688, 839.9780883789062]","[990.96630859375, 883.8592529296875]","[1232.3125, 730.2752075195312]","[1210.3719482421875, 752.2157592773438]","[1418.807373046875, 938.7105712890625]","[1418.807373046875, 949.680908203125]"
"[585.7472534179688, 827.3458251953125]","[553.2813110351562, 816.5238647460938]","[564.1033325195312, 848.9898681640625]","[661.5011596679688, 805.701904296875]","[585.7472534179688, 903.0997314453125]","[704.7891235351562, 816.5238647460938]","[693.9671020507812, 913.9216918945312]","[856.296875, 729.9480590820312]","[845.474853515625, 773.2359619140625]","[758.8990478515625, 773.2359619140625]","[737.2550659179688, 784.0579223632812]","[1007.8046264648438, 827.3458251953125]","[996.9826049804688, 892.2777709960938]","[1224.2442626953125, 740.77001953125]","[1224.2442626953125, 762.4140014648438]","[1451.505859375, 859.8118286132812]","[1429.8619384765625, 946.3876342773438]"
"[572.0869750976562, 826.850341796875]","[551.1699829101562, 826.850341796875]","[561.6284790039062, 868.6843872070312]","[593.0039672851562, 826.850341796875]","[582.5454711914062, 910.5183715820312]","[718.5061645507812, 805.9332885742188]","[687.1306762695312, 931.4354858398438]","[864.9254150390625, 732.7236328125]","[833.5498657226562, 774.5577392578125]","[770.7987670898438, 764.0991821289062]","[739.4232788085938, 774.5577392578125]","[1011.3446655273438, 837.308837890625]","[1000.8861083984375, 900.0598754882812]","[1220.514892578125, 732.7236328125]","[1220.514892578125, 753.6406860351562]","[1429.685302734375, 900.0598754882812]","[1419.2265625, 952.3524780273438]"
"[572.6385498046875, 826.7222900390625]","[551.7386474609375, 826.7222900390625]","[562.1885986328125, 868.5220336914062]","[593.5383911132812, 826.7222900390625]","[583.0884399414062, 910.3217163085938]","[718.9376831054688, 805.8223876953125]","[687.5878295898438, 931.2216186523438]","[865.2367553710938, 732.6727905273438]","[833.8870239257812, 774.4725341796875]","[771.1873779296875, 764.0226440429688]","[739.8375854492188, 774.4725341796875]","[1011.5359497070312, 837.1722412109375]","[1001.0859985351562, 899.871826171875]","[1220.53466796875, 732.6727905273438]","[1220.53466796875, 753.5726928710938]","[1429.5333251953125, 899.871826171875]","[1429.5333251953125, 952.1215209960938]"
"[571.9386596679688, 826.79248046875]","[551.0161743164062, 826.79248046875]","[561.4774780273438, 858.17626953125]","[592.8612670898438, 826.79248046875]","[582.3999633789062, 910.4825439453125]","[707.9351196289062, 805.8699951171875]","[687.0125122070312, 931.4050903320312]","[864.8539428710938, 732.6411743164062]","[833.4701538085938, 774.4862060546875]","[770.7026977539062, 764.02490234375]","[739.3189086914062, 774.4862060546875]","[1011.3115844726562, 837.2537231445312]","[1000.850341796875, 900.0213012695312]","[1220.5367431640625, 732.6411743164062]","[1220.5367431640625, 753.5636596679688]","[1429.761962890625, 889.56005859375]","[1419.30078125, 952.32763671875]"
"[581.935546875, 816.0709228515625]","[561.4489135742188, 826.3142700195312]","[561.4489135742188, 857.044189453125]","[684.3687133789062, 795.5843505859375]","[592.1788330078125, 898.0174560546875]","[715.0986328125, 805.82763671875]","[684.3687133789062, 928.7474365234375]","[858.5050659179688, 734.1243896484375]","[807.2885131835938, 785.3410034179688]","[786.8018188476562, 764.8543701171875]","[745.8285522460938, 775.0977172851562]","[1001.9114379882812, 846.8009033203125]","[1001.9114379882812, 898.0174560546875]","[1227.2642822265625, 734.1243896484375]","[1227.2642822265625, 754.6110229492188]","[1432.1304931640625, 918.5040283203125]","[1421.88720703125, 949.2340087890625]"
"[581.9263305664062, 816.1904907226562]","[561.4334106445312, 816.1904907226562]","[571.6798706054688, 846.9298095703125]","[684.3909301757812, 795.6975708007812]","[592.1727905273438, 898.162109375]","[715.1303100585938, 805.9440307617188]","[684.3909301757812, 928.9014282226562]","[858.5806274414062, 734.2188110351562]","[817.5948486328125, 775.2046508789062]","[786.85546875, 764.9581909179688]","[745.8696899414062, 775.2046508789062]","[1002.031005859375, 846.9298095703125]","[1002.031005859375, 898.162109375]","[1227.453125, 734.2188110351562]","[1227.453125, 754.7117309570312]","[1432.382080078125, 918.6550903320312]","[1422.1357421875, 949.3944091796875]"
"[575.6206665039062, 835.9466552734375]","[554.794921875, 835.9466552734375]","[565.2078247070312, 867.1851806640625]","[586.0335083007812, 835.9466552734375]","[586.0335083007812, 908.836669921875]","[710.9879760742188, 804.7080078125]","[679.7493286132812, 929.6624755859375]","[856.7681274414062, 731.8179321289062]","[804.7037963867188, 783.8822631835938]","[773.4651489257812, 773.4694213867188]","[742.2265625, 773.4694213867188]","[1002.5482788085938, 846.3594970703125]","[1002.5482788085938, 908.836669921875]","[1231.63134765625, 742.2308349609375]","[1221.2183837890625, 752.6436767578125]","[1429.4757080078125, 908.836669921875]","[1429.4757080078125, 950.4881591796875]"
"[578.9938354492188, 834.6136474609375]","[558.2953491210938, 834.6136474609375]","[568.6445922851562, 865.6612548828125]","[589.343017578125, 834.6136474609375]","[589.343017578125, 907.0581665039062]","[703.1845092773438, 813.9151611328125]","[682.4860229492188, 927.756591796875]","[858.4228515625, 731.1213989257812]","[817.0260009765625, 772.5182495117188]","[775.6290893554688, 762.1690673828125]","[754.9306030273438, 772.5182495117188]","[1003.31201171875, 834.6136474609375]","[992.9628295898438, 896.7089233398438]","[1220.6456298828125, 741.4705810546875]","[1220.6456298828125, 762.1690673828125]","[1427.630126953125, 917.4073486328125]","[1427.630126953125, 948.4550170898438]"
