Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LHSmallToe,LHeel,RBigToe,RHSmallToe,RHeel
"[233.171, 130.802, 0.900659]","[246.156, 154.619, 0.86671]","[227.21, 153.668, 0.852655]","[195.456, 149.67, 0.690701]","[164.587, 143.708, 0.806784]","[266.024, 154.62, 0.835328]","[296.835, 149.7, 0.705456]","[325.707, 146.725, 0.840617]","[241.187, 217.308, 0.765686]","[227.263, 216.3, 0.75162]","[211.357, 266.011, 0.835254]","[192.436, 311.758, 0.79683]","[252.126, 218.307, 0.738027]","[258.061, 266.983, 0.880838]","[266.074, 313.803, 0.877363]","[233.182, 128.754, 0.15941]","[235.233, 127.782, 0.879082]",[],"[250.087, 130.816, 0.944569]","[265.034, 323.726, 0.751653]","[271.99, 322.727, 0.781697]","[266.996, 317.763, 0.651809]","[186.448, 328.66, 0.700713]","[179.533, 322.763, 0.725645]","[192.442, 314.753, 0.743089]"
"[223.283, 131.794, 0.87687]","[237.179, 155.642, 0.879059]","[218.322, 154.657, 0.879397]","[188.464, 152.633, 0.687284]","[155.667, 147.642, 0.86463]","[258.045, 155.678, 0.839958]","[289.851, 155.64, 0.832186]","[317.73, 155.614, 0.832661]","[234.214, 217.31, 0.792311]","[220.296, 217.277, 0.716269]","[210.296, 266.056, 0.844829]","[192.451, 313.75, 0.828435]","[246.154, 218.272, 0.719184]","[254.089, 266.992, 0.828556]","[266.064, 314.745, 0.885257]","[224.244, 129.762, 0.232304]","[227.24, 129.792, 0.922153]",[],"[241.17, 131.793, 0.916331]","[265.036, 324.696, 0.733717]","[271.017, 322.747, 0.755528]","[266.99, 319.728, 0.661251]","[186.431, 325.707, 0.735777]","[179.543, 322.706, 0.802281]","[194.383, 317.747, 0.755019]"
"[220.297, 131.82, 0.888785]","[235.25, 155.633, 0.897099]","[217.315, 154.679, 0.860548]","[187.478, 152.665, 0.684277]","[154.657, 147.654, 0.883539]","[257.045, 155.642, 0.82982]","[287.902, 155.64, 0.808626]","[315.758, 155.603, 0.856323]","[234.166, 217.314, 0.777105]","[219.342, 217.29, 0.731683]","[209.355, 266.993, 0.838338]","[192.418, 313.78, 0.822731]","[244.18, 218.276, 0.730899]","[253.124, 266.991, 0.813825]","[266.06, 314.742, 0.881069]","[220.292, 129.753, 0.130355]","[226.235, 129.8, 0.927418]",[],"[239.177, 131.825, 0.873794]","[265.038, 324.7, 0.726535]","[271.016, 322.749, 0.747416]","[266.985, 319.726, 0.655276]","[186.459, 325.714, 0.75008]","[180.486, 322.715, 0.802623]","[193.422, 318.733, 0.74418]"
"[226.211, 131.758, 0.921877]","[240.157, 155.607, 0.877977]","[219.308, 154.638, 0.868004]","[191.424, 150.678, 0.685322]","[157.635, 146.704, 0.855933]","[259.047, 155.663, 0.864857]","[289.908, 155.642, 0.836746]","[319.747, 155.597, 0.840705]","[235.168, 218.268, 0.806792]","[222.26, 217.299, 0.713417]","[210.333, 266.988, 0.857063]","[193.412, 313.733, 0.835771]","[248.14, 218.3, 0.739715]","[255.07, 267.017, 0.824307]","[266.06, 314.735, 0.884952]","[226.231, 129.746, 0.183658]","[229.225, 129.748, 0.856757]",[],"[242.2, 131.791, 0.942274]","[265.028, 323.743, 0.73499]","[271.01, 322.737, 0.764365]","[266.988, 319.714, 0.656622]","[185.491, 326.673, 0.72443]","[179.543, 322.7, 0.790172]","[194.404, 316.762, 0.75857]"
"[225.239, 131.779, 0.899596]","[238.168, 155.635, 0.874767]","[219.268, 154.652, 0.879296]","[189.446, 151.677, 0.680633]","[156.618, 146.728, 0.863889]","[258.083, 155.69, 0.841895]","[289.854, 155.644, 0.832297]","[317.746, 155.621, 0.831151]","[234.236, 217.31, 0.79723]","[221.263, 217.276, 0.708071]","[210.295, 266.056, 0.840251]","[192.451, 313.751, 0.830171]","[247.137, 218.271, 0.719877]","[255.073, 267.002, 0.817622]","[266.059, 314.742, 0.884512]","[225.268, 129.747, 0.201833]","[227.299, 129.776, 0.891266]",[],"[242.131, 131.786, 0.929833]","[265.035, 324.693, 0.733159]","[271.014, 322.745, 0.759078]","[266.068, 319.726, 0.656854]","[186.43, 325.709, 0.734378]","[179.545, 322.706, 0.797985]","[194.387, 317.742, 0.758101]"
"[227.259, 130.824, 0.925827]","[242.158, 154.676, 0.924345]","[223.261, 154.639, 0.836384]","[193.412, 150.661, 0.704306]","[161.591, 146.67, 0.848296]","[260.058, 155.628, 0.850548]","[290.867, 154.649, 0.746126]","[321.757, 153.642, 0.808971]","[235.254, 218.325, 0.799919]","[225.225, 218.288, 0.75493]","[210.364, 267.011, 0.861709]","[193.415, 313.719, 0.83534]","[250.102, 219.297, 0.791448]","[257.06, 267.02, 0.846822]","[266.065, 314.731, 0.884489]","[227.275, 128.798, 0.124458]","[233.23, 127.809, 0.870006]",[],"[244.174, 131.762, 0.923117]","[265.037, 323.736, 0.742517]","[271.981, 322.733, 0.772224]","[266.985, 318.75, 0.651894]","[186.47, 326.678, 0.725065]","[180.505, 322.704, 0.777593]","[194.385, 315.79, 0.746587]"
"[228.275, 130.803, 0.900412]","[244.131, 154.628, 0.897896]","[226.21, 154.595, 0.843855]","[194.424, 149.665, 0.730857]","[162.614, 145.713, 0.855959]","[264.042, 154.649, 0.818331]","[295.877, 153.629, 0.681656]","[323.743, 148.667, 0.784316]","[237.183, 218.317, 0.777339]","[226.224, 218.273, 0.790218]","[211.289, 267.005, 0.863681]","[192.454, 312.766, 0.815104]","[250.155, 219.293, 0.803581]","[258.015, 267.013, 0.859763]","[266.063, 314.731, 0.883863]","[229.216, 128.794, 0.110802]","[234.208, 127.794, 0.893663]",[],"[247.128, 131.753, 0.906283]","[265.042, 323.738, 0.7456]","[271.986, 322.734, 0.777205]","[266.062, 318.751, 0.649657]","[186.47, 327.664, 0.708075]","[179.552, 322.724, 0.749021]","[193.425, 315.749, 0.735944]"
"[219.252, 132.76, 0.898747]","[234.175, 155.673, 0.915027]","[214.302, 155.625, 0.835039]","[185.458, 153.645, 0.695666]","[151.65, 147.696, 0.846011]","[252.103, 155.686, 0.840095]","[283.913, 155.602, 0.815959]","[314.755, 154.661, 0.882911]","[231.218, 218.256, 0.740817]","[218.333, 217.31, 0.761657]","[207.369, 266.065, 0.790064]","[190.439, 313.796, 0.821221]","[243.153, 218.279, 0.777117]","[252.115, 266.992, 0.825163]","[266.06, 314.734, 0.880195]","[219.248, 130.725, 0.216165]","[224.269, 130.737, 0.899299]",[],"[236.192, 131.829, 0.901437]","[265.023, 324.69, 0.726696]","[271, 322.741, 0.74983]","[267.002, 318.748, 0.65038]","[186.452, 325.698, 0.743239]","[179.538, 322.709, 0.8068]","[191.454, 318.74, 0.71561]"
"[227.217, 131.744, 0.929755]","[241.174, 155.597, 0.905169]","[221.269, 154.635, 0.847946]","[193.401, 151.649, 0.694561]","[160.608, 146.678, 0.84887]","[259.076, 155.663, 0.864647]","[289.916, 154.69, 0.799435]","[321.76, 154.628, 0.872207]","[235.215, 218.318, 0.815795]","[224.25, 218.286, 0.746037]","[210.353, 267.012, 0.868425]","[193.408, 313.728, 0.83639]","[249.136, 219.281, 0.781019]","[256.093, 267.022, 0.834487]","[266.06, 314.74, 0.887331]","[227.218, 129.753, 0.156053]","[233.171, 128.795, 0.859913]",[],"[243.203, 131.78, 0.940814]","[265.038, 323.744, 0.733192]","[271.978, 322.739, 0.765099]","[266.063, 319.721, 0.655352]","[186.435, 325.697, 0.719526]","[179.546, 322.689, 0.786753]","[194.392, 316.753, 0.754659]"
"[219.304, 131.823, 0.906374]","[234.235, 155.651, 0.92106]","[215.327, 155.605, 0.833812]","[186.456, 153.633, 0.712538]","[152.66, 147.691, 0.852726]","[253.12, 155.668, 0.822149]","[284.933, 155.604, 0.790324]","[314.795, 154.676, 0.86934]","[233.17, 218.267, 0.756054]","[219.289, 218.252, 0.76]","[208.343, 267.001, 0.803873]","[191.433, 313.783, 0.824694]","[243.182, 218.294, 0.767604]","[252.142, 267.006, 0.823668]","[266.061, 314.74, 0.881027]","[219.302, 129.776, 0.148066]","[225.262, 129.801, 0.909443]",[],"[237.173, 131.824, 0.887949]","[265.032, 324.692, 0.729841]","[271.005, 322.744, 0.751022]","[266.996, 319.715, 0.654785]","[186.439, 326.678, 0.73824]","[179.531, 322.722, 0.803979]","[193.398, 318.74, 0.736774]"
"[234.247, 130.764, 0.922381]","[251.067, 153.655, 0.919755]","[232.2, 153.634, 0.795058]","[202.379, 149.682, 0.725641]","[169.547, 144.708, 0.811435]","[269.993, 153.665, 0.792848]","[298.884, 149.657, 0.719508]","[330.687, 146.725, 0.88856]","[243.19, 216.289, 0.771117]","[232.23, 213.328, 0.712926]","[214.327, 265.004, 0.763724]","[193.443, 308.802, 0.816153]","[258.027, 217.31, 0.759228]","[259.076, 266.048, 0.869263]","[266.984, 314.719, 0.881665]","[234.251, 127.798, 0.123016]","[239.194, 125.804, 0.839817]",[],"[251.145, 130.765, 0.935264]","[265.05, 323.719, 0.764982]","[272.008, 322.724, 0.791212]","[266.062, 318.728, 0.659063]","[186.458, 328.679, 0.725583]","[180.49, 323.699, 0.706656]","[193.412, 313.75, 0.692321]"
"[257.053, 131.749, 0.945253]","[259.082, 157.626, 0.899889]","[241.18, 157.638, 0.842009]","[234.206, 193.439, 0.88427]","[227.237, 219.262, 0.908165]","[279.949, 156.667, 0.846997]","[283.958, 188.449, 0.815497]","[289.902, 219.285, 0.899393]","[257.074, 217.282, 0.752724]","[243.185, 216.308, 0.750117]","[251.108, 266.043, 0.844191]","[254.095, 312.737, 0.784492]","[267.061, 218.263, 0.765155]","[267.015, 266.034, 0.861177]","[267.024, 312.775, 0.82331]","[251.149, 128.769, 0.895029]","[260.043, 127.806, 0.871948]","[249.083, 130.786, 0.400952]","[268.018, 130.801, 0.913093]","[266.011, 321.75, 0.689222]","[271.984, 321.72, 0.708755]","[266.038, 314.814, 0.646471]","[257.057, 321.701, 0.733777]","[250.134, 321.679, 0.74379]","[257.066, 314.804, 0.66564]"
"[240.175, 130.728, 0.875322]","[256.077, 154.588, 0.862496]","[235.193, 153.651, 0.858224]","[204.355, 157.628, 0.756777]","[170.569, 162.631, 0.865317]","[274.96, 153.668, 0.841384]","[305.799, 160.59, 0.778731]","[337.638, 164.61, 0.830515]","[250.145, 217.305, 0.803333]","[237.192, 215.319, 0.715179]","[226.235, 264.044, 0.819709]","[211.311, 310.767, 0.83428]","[262.063, 218.307, 0.723055]","[264.05, 267.032, 0.80874]","[266.996, 314.725, 0.878026]","[240.158, 124.839, 0.266729]","[243.186, 124.824, 0.901748]",[],"[258.059, 130.728, 0.926527]","[265.049, 323.709, 0.758904]","[272.009, 322.726, 0.782584]","[266.058, 318.723, 0.670449]","[196.403, 320.73, 0.744837]","[195.395, 315.751, 0.734927]","[212.364, 315.738, 0.787758]"
"[242.152, 129.802, 0.904485]","[257.087, 154.611, 0.898907]","[236.189, 154.608, 0.864884]","[209.345, 164.58, 0.818891]","[177.529, 177.499, 0.830666]","[275.01, 154.599, 0.855027]","[304.788, 165.589, 0.794822]","[336.623, 179.556, 0.832998]","[251.11, 217.279, 0.788249]","[239.191, 215.299, 0.699032]","[233.176, 265.043, 0.790318]","[222.287, 312.767, 0.783762]","[265.012, 218.279, 0.738908]","[265.05, 267.021, 0.837894]","[267.006, 314.73, 0.875308]","[242.146, 124.793, 0.341136]","[246.143, 124.816, 0.854808]",[],"[259.08, 130.731, 0.926977]","[265.05, 323.701, 0.761775]","[272.96, 322.727, 0.776397]","[266.058, 317.764, 0.669596]","[208.347, 320.721, 0.68055]","[206.354, 315.772, 0.679394]","[226.213, 318.736, 0.744325]"
"[251.132, 131.735, 0.959983]","[258.113, 156.619, 0.93092]","[241.125, 155.692, 0.855672]","[227.296, 187.443, 0.88776]","[216.283, 215.315, 0.813703]","[276.994, 155.671, 0.859366]","[290.849, 186.494, 0.872805]","[299.874, 216.295, 0.809671]","[257.043, 214.33, 0.733592]","[243.165, 214.308, 0.752894]","[250.065, 266.009, 0.827392]","[251.106, 312.761, 0.840668]","[267.027, 216.291, 0.753149]","[266.996, 265.983, 0.846576]","[267.011, 312.789, 0.827268]","[250.065, 127.802, 0.869791]","[257.095, 127.791, 0.874992]",[],"[267.023, 130.769, 0.921493]","[266.001, 322.766, 0.759533]","[272.973, 322.703, 0.780956]","[266.008, 315.778, 0.650707]","[250.126, 322.68, 0.779318]","[243.187, 321.691, 0.79682]","[253.122, 315.757, 0.680032]"
"[250.121, 130.806, 0.957851]","[258.107, 155.651, 0.940694]","[241.127, 155.624, 0.870836]","[226.26, 183.493, 0.865659]","[208.347, 211.315, 0.867281]","[276.961, 155.646, 0.870529]","[291.894, 185.447, 0.830661]","[307.785, 211.357, 0.867283]","[255.104, 215.301, 0.727679]","[243.133, 214.312, 0.753776]","[246.136, 266.067, 0.800096]","[249.096, 312.773, 0.814938]","[266.983, 216.299, 0.76307]","[266.981, 266.022, 0.854462]","[267.039, 313.728, 0.83037]","[247.15, 126.811, 0.816922]","[255.07, 126.787, 0.828185]",[],"[266.041, 130.727, 0.899702]","[265.999, 322.766, 0.778026]","[272.984, 322.717, 0.796576]","[266.024, 316.746, 0.646104]","[243.199, 321.752, 0.787864]","[240.155, 320.731, 0.753932]","[251.09, 315.771, 0.741665]"
"[245.17, 130.778, 0.902408]","[258.065, 154.684, 0.934747]","[238.171, 154.674, 0.853924]","[218.264, 177.519, 0.828272]","[194.419, 199.399, 0.826879]","[275.984, 155.597, 0.882159]","[297.886, 178.476, 0.847119]","[321.709, 201.383, 0.850601]","[252.139, 216.319, 0.758186]","[242.134, 215.294, 0.754723]","[241.175, 266.062, 0.822451]","[241.168, 313.74, 0.834344]","[266.029, 218.259, 0.786487]","[266.017, 266.997, 0.858596]","[267.014, 314.719, 0.876075]","[244.132, 125.833, 0.806184]","[251.072, 125.818, 0.913478]",[],"[264.04, 129.774, 0.854385]","[265.992, 322.764, 0.757726]","[272.969, 322.72, 0.769265]","[266.041, 317.755, 0.663664]","[230.218, 322.684, 0.732964]","[227.238, 320.702, 0.746593]","[243.174, 317.761, 0.78796]"
"[258.107, 131.776, 0.962295]","[259.123, 158.625, 0.868083]","[242.113, 158.64, 0.838351]","[235.203, 193.449, 0.868908]","[233.204, 219.31, 0.880144]","[280.934, 157.63, 0.854618]","[281.987, 191.43, 0.84121]","[282.981, 220.318, 0.847868]","[258.069, 217.274, 0.768845]","[245.152, 217.269, 0.707013]","[251.168, 266.031, 0.823705]","[256.1, 313.766, 0.811035]","[268.058, 217.289, 0.715312]","[267.043, 266.997, 0.852979]","[267.036, 313.755, 0.83003]","[253.109, 128.79, 0.857733]","[263.044, 128.766, 0.841782]","[249.085, 130.824, 0.836092]","[269.008, 130.792, 0.881824]","[267.059, 321.728, 0.490492]","[273.964, 321.689, 0.51972]","[266.013, 316.753, 0.535521]","[260.062, 321.734, 0.687464]","[254.084, 321.747, 0.650172]","[256.082, 317.731, 0.607027]"
"[233.226, 130.789, 0.912947]","[249.081, 154.599, 0.87583]","[227.282, 153.642, 0.844855]","[199.398, 148.689, 0.698951]","[166.57, 141.732, 0.796166]","[266.99, 154.602, 0.831104]","[297.821, 149.676, 0.704771]","[328.697, 146.708, 0.856153]","[242.164, 217.296, 0.784828]","[228.245, 216.284, 0.720267]","[211.372, 266.048, 0.836759]","[192.412, 310.786, 0.796971]","[254.089, 218.288, 0.716607]","[258.101, 266.999, 0.880664]","[266.075, 314.727, 0.880394]","[233.204, 127.801, 0.155928]","[236.208, 126.801, 0.854325]",[],"[250.123, 130.799, 0.951723]","[265.048, 323.723, 0.758167]","[272.002, 322.724, 0.788804]","[266.067, 318.736, 0.652761]","[186.478, 328.678, 0.727943]","[179.553, 323.712, 0.733533]","[191.44, 313.799, 0.735371]"
"[194.427, 131.79, 0.963774]","[194.371, 158.643, 0.887711]","[172.566, 157.632, 0.831319]","[170.558, 193.406, 0.865495]","[165.594, 219.251, 0.841529]","[211.368, 159.616, 0.858422]","[217.263, 191.455, 0.806888]","[218.31, 221.275, 0.864639]","[193.418, 216.312, 0.744203]","[179.524, 216.305, 0.751884]","[185.443, 266.058, 0.814344]","[186.448, 313.742, 0.854147]","[203.41, 217.291, 0.75679]","[202.334, 267.023, 0.847761]","[199.389, 313.736, 0.804371]","[188.485, 128.799, 0.875959]","[197.432, 128.785, 0.850509]","[183.486, 130.814, 0.853092]","[203.431, 130.812, 0.904588]","[196.404, 322.715, 0.778189]","[203.356, 321.754, 0.819441]","[196.434, 315.774, 0.640597]","[186.431, 322.746, 0.777857]","[179.491, 322.691, 0.800778]","[187.455, 315.786, 0.701294]"
"[189.465, 132.78, 0.878529]","[188.483, 159.625, 0.861817]","[170.542, 158.636, 0.860065]","[164.612, 194.397, 0.847786]","[163.565, 220.291, 0.874042]","[210.304, 159.623, 0.859886]","[211.331, 192.454, 0.854026]","[212.33, 223.271, 0.841967]","[188.441, 218.263, 0.78672]","[178.466, 218.286, 0.768492]","[181.481, 266.985, 0.822588]","[186.434, 313.754, 0.872429]","[201.383, 218.26, 0.753171]","[196.444, 266.051, 0.834843]","[196.452, 313.732, 0.822935]","[186.459, 130.728, 0.936796]","[194.45, 130.722, 0.946577]","[179.474, 131.734, 0.933273]","[201.389, 130.785, 0.882653]","[195.422, 322.746, 0.755475]","[202.386, 322.685, 0.807007]","[195.465, 315.768, 0.642097]","[185.491, 323.709, 0.795476]","[179.478, 322.722, 0.834221]","[187.456, 316.74, 0.717227]"
"[189.472, 132.776, 0.878246]","[188.496, 159.615, 0.856065]","[170.564, 158.626, 0.865512]","[161.62, 192.416, 0.841371]","[151.657, 219.277, 0.8575]","[210.3, 159.609, 0.859333]","[217.285, 188.493, 0.841846]","[225.241, 221.289, 0.839387]","[187.519, 218.286, 0.805814]","[177.532, 218.293, 0.776441]","[181.485, 267.014, 0.821748]","[186.434, 313.756, 0.872758]","[201.372, 218.295, 0.777145]","[196.426, 267, 0.840636]","[196.458, 313.738, 0.825683]","[186.463, 130.726, 0.937124]","[194.459, 130.723, 0.950404]","[179.479, 131.754, 0.933383]","[202.323, 130.804, 0.889716]","[195.421, 322.754, 0.759858]","[202.387, 322.691, 0.806845]","[195.467, 315.77, 0.652335]","[185.489, 323.712, 0.792086]","[179.476, 322.724, 0.828688]","[187.456, 316.738, 0.718554]"
"[189.463, 132.779, 0.878325]","[188.489, 159.62, 0.858458]","[170.545, 158.629, 0.861154]","[164.588, 194.381, 0.858088]","[162.583, 220.309, 0.860402]","[210.308, 159.618, 0.861821]","[211.352, 193.413, 0.863453]","[213.341, 225.232, 0.844578]","[187.505, 218.29, 0.797645]","[177.535, 218.302, 0.758675]","[180.543, 266.995, 0.823374]","[186.434, 313.747, 0.869379]","[200.41, 218.296, 0.748762]","[196.45, 266.986, 0.831838]","[196.454, 313.729, 0.820618]","[186.457, 130.726, 0.934919]","[194.45, 130.723, 0.947408]","[179.473, 131.739, 0.933001]","[201.395, 130.794, 0.892278]","[195.416, 322.736, 0.759285]","[202.38, 322.678, 0.805141]","[195.469, 315.765, 0.641455]","[185.49, 323.697, 0.788879]","[179.478, 322.711, 0.827627]","[187.456, 315.795, 0.717703]"
"[189.464, 132.778, 0.878753]","[188.495, 159.62, 0.853678]","[170.557, 158.628, 0.864954]","[163.594, 193.414, 0.893068]","[155.69, 219.33, 0.8729]","[210.306, 159.621, 0.860049]","[214.297, 193.447, 0.81251]","[218.239, 225.215, 0.861843]","[187.517, 218.31, 0.789588]","[177.53, 218.317, 0.762562]","[181.486, 267, 0.819497]","[186.436, 313.744, 0.870995]","[201.373, 218.322, 0.759912]","[196.453, 266.984, 0.82905]","[196.455, 313.727, 0.820673]","[186.459, 130.726, 0.936305]","[194.451, 130.724, 0.948946]","[179.477, 131.74, 0.93413]","[201.396, 130.797, 0.894143]","[195.416, 322.742, 0.759132]","[202.381, 322.68, 0.80388]","[195.468, 315.761, 0.642171]","[185.487, 323.701, 0.796095]","[179.476, 322.713, 0.836167]","[187.458, 315.792, 0.722053]"
"[189.462, 132.78, 0.87968]","[188.484, 159.629, 0.86009]","[170.538, 159.601, 0.859684]","[165.588, 194.406, 0.827157]","[163.617, 219.34, 0.864074]","[210.312, 159.619, 0.861829]","[210.384, 193.394, 0.856173]","[211.355, 222.276, 0.866769]","[187.504, 218.292, 0.796753]","[177.525, 218.308, 0.760005]","[181.482, 266.985, 0.82124]","[186.434, 313.754, 0.875913]","[201.357, 218.295, 0.756352]","[196.441, 266.063, 0.837094]","[196.452, 313.726, 0.824873]","[186.457, 130.724, 0.936297]","[194.447, 130.72, 0.943681]","[179.467, 130.822, 0.933488]","[201.387, 130.776, 0.883051]","[195.422, 322.742, 0.753613]","[202.384, 322.681, 0.805325]","[195.467, 315.759, 0.650591]","[186.417, 323.706, 0.797464]","[179.483, 322.724, 0.836306]","[187.455, 316.737, 0.722702]"
"[190.438, 132.763, 0.878052]","[188.483, 159.605, 0.859212]","[170.551, 157.646, 0.862399]","[155.598, 187.424, 0.880625]","[138.763, 214.308, 0.866823]","[210.295, 159.613, 0.856848]","[224.26, 187.446, 0.858412]","[237.175, 217.284, 0.838837]","[188.448, 218.271, 0.792629]","[178.486, 218.288, 0.782104]","[181.497, 266.999, 0.814919]","[186.448, 313.747, 0.872402]","[201.372, 218.276, 0.763768]","[196.444, 266.066, 0.825011]","[197.42, 313.737, 0.814373]","[186.471, 129.802, 0.930108]","[194.471, 129.799, 0.943867]","[179.485, 131.752, 0.933149]","[202.331, 130.821, 0.893788]","[195.426, 322.756, 0.754552]","[202.394, 322.693, 0.799906]","[196.404, 315.768, 0.64164]","[185.482, 323.716, 0.790248]","[179.474, 322.72, 0.831719]","[187.466, 315.788, 0.711455]"
"[190.432, 132.767, 0.878428]","[188.495, 159.599, 0.855247]","[170.561, 157.657, 0.866839]","[160.592, 188.479, 0.8223]","[147.661, 218.287, 0.906898]","[210.301, 158.642, 0.856968]","[218.311, 187.494, 0.912008]","[227.275, 219.274, 0.904945]","[188.439, 218.283, 0.80703]","[178.473, 218.296, 0.789739]","[181.488, 267.008, 0.822123]","[186.437, 313.756, 0.8754]","[201.368, 218.291, 0.77328]","[196.418, 266.983, 0.841981]","[197.403, 313.747, 0.8267]","[186.471, 130.717, 0.932902]","[194.468, 130.721, 0.947343]","[179.483, 131.748, 0.937122]","[202.327, 130.822, 0.890652]","[195.422, 322.757, 0.757438]","[202.39, 322.697, 0.803386]","[195.472, 315.775, 0.654017]","[185.48, 323.718, 0.787797]","[179.47, 322.724, 0.827247]","[187.457, 316.733, 0.719202]"
"[189.473, 132.773, 0.877138]","[188.496, 159.616, 0.853396]","[170.541, 159.599, 0.856259]","[166.578, 194.431, 0.818067]","[163.624, 219.335, 0.849561]","[210.333, 158.638, 0.867996]","[211.309, 192.43, 0.856897]","[212.311, 220.274, 0.875238]","[187.519, 218.307, 0.793186]","[177.532, 219.257, 0.761027]","[181.481, 266.065, 0.823122]","[186.433, 313.758, 0.877686]","[201.383, 218.307, 0.765287]","[196.432, 266.045, 0.840153]","[196.452, 313.726, 0.824453]","[186.464, 130.718, 0.93266]","[194.458, 129.798, 0.93985]","[179.475, 130.814, 0.925317]","[202.323, 130.785, 0.888077]","[195.422, 322.739, 0.752289]","[202.383, 322.679, 0.803415]","[195.467, 315.758, 0.649023]","[186.419, 323.704, 0.800227]","[179.486, 322.724, 0.836336]","[187.452, 316.742, 0.724344]"
"[189.463, 132.775, 0.87984]","[188.486, 159.627, 0.858925]","[170.537, 159.6, 0.860116]","[165.574, 194.405, 0.830701]","[163.597, 219.328, 0.885302]","[210.317, 159.617, 0.862409]","[211.302, 192.446, 0.860259]","[211.378, 221.283, 0.869045]","[187.504, 218.286, 0.79666]","[177.523, 218.3, 0.760353]","[181.481, 266.065, 0.822554]","[186.433, 313.757, 0.877162]","[201.362, 218.292, 0.755027]","[196.442, 266.064, 0.837272]","[196.452, 313.725, 0.823432]","[186.457, 130.72, 0.932892]","[194.449, 129.801, 0.941489]","[179.471, 131.727, 0.931394]","[201.395, 130.787, 0.886264]","[195.425, 322.738, 0.754241]","[202.385, 322.677, 0.805891]","[195.467, 315.757, 0.648961]","[186.42, 323.706, 0.800408]","[179.486, 322.726, 0.838035]","[187.453, 316.74, 0.724784]"
"[189.466, 132.782, 0.878297]","[188.483, 159.631, 0.861688]","[170.541, 159.601, 0.859813]","[165.602, 194.398, 0.825691]","[163.639, 220.295, 0.86166]","[210.306, 159.62, 0.860149]","[210.385, 193.402, 0.860729]","[211.345, 223.262, 0.864656]","[187.51, 218.289, 0.796176]","[178.458, 218.309, 0.767238]","[181.482, 266.992, 0.8244]","[186.435, 313.749, 0.874575]","[201.353, 218.292, 0.753864]","[196.443, 266.064, 0.836468]","[196.454, 313.723, 0.823705]","[186.458, 130.727, 0.936763]","[194.451, 130.722, 0.946754]","[179.47, 131.729, 0.933838]","[201.391, 130.783, 0.882541]","[195.421, 322.743, 0.754494]","[202.385, 322.682, 0.80645]","[195.468, 315.759, 0.650876]","[185.494, 323.708, 0.797134]","[179.481, 322.722, 0.836852]","[187.456, 316.732, 0.720384]"
"[190.457, 132.762, 0.875608]","[188.496, 158.63, 0.855545]","[170.54, 157.614, 0.865006]","[149.677, 184.452, 0.810766]","[129.789, 205.388, 0.829454]","[210.317, 158.644, 0.864041]","[227.3, 183.484, 0.833039]","[250.067, 209.324, 0.838024]","[188.476, 218.314, 0.793074]","[178.489, 218.323, 0.787617]","[181.499, 266.994, 0.812927]","[186.449, 313.744, 0.869946]","[202.324, 218.324, 0.790344]","[196.447, 266.062, 0.821344]","[197.42, 313.731, 0.811388]","[186.485, 129.799, 0.929908]","[195.39, 129.805, 0.942169]","[179.5, 131.755, 0.929634]","[202.35, 131.749, 0.90104]","[195.423, 322.754, 0.750984]","[202.392, 322.692, 0.799761]","[196.408, 315.766, 0.638022]","[185.48, 323.715, 0.793701]","[179.473, 322.717, 0.834731]","[187.469, 315.787, 0.708895]"
"[190.468, 131.83, 0.879773]","[190.437, 157.654, 0.842149]","[170.548, 156.661, 0.870212]","[147.713, 179.473, 0.884002]","[123.785, 202.365, 0.893508]","[210.377, 158.611, 0.87547]","[231.225, 179.523, 0.832339]","[254.081, 202.425, 0.83027]","[188.472, 219.254, 0.791147]","[178.485, 219.263, 0.780715]","[181.5, 267.007, 0.816492]","[186.453, 313.749, 0.873906]","[202.324, 219.268, 0.787428]","[196.456, 266.992, 0.815134]","[197.42, 313.743, 0.815626]","[186.483, 129.788, 0.923283]","[195.395, 129.784, 0.934485]","[179.504, 131.772, 0.921312]","[202.364, 131.747, 0.916598]","[195.425, 322.759, 0.747813]","[202.393, 322.698, 0.79744]","[196.407, 315.774, 0.637134]","[185.49, 323.718, 0.793935]","[179.481, 322.722, 0.834933]","[187.469, 315.79, 0.705829]"
"[193.424, 125.83, 0.877838]","[190.461, 153.613, 0.814873]","[172.558, 151.669, 0.821787]","[154.667, 130.772, 0.730522]","[136.734, 105.906, 0.81309]","[208.363, 153.629, 0.808427]","[230.245, 130.743, 0.732258]","[248.144, 107.902, 0.824149]","[188.494, 215.314, 0.718915]","[178.522, 215.304, 0.716382]","[182.491, 266.061, 0.802919]","[186.454, 313.759, 0.865744]","[202.334, 216.292, 0.719273]","[198.402, 266.051, 0.789932]","[198.391, 313.747, 0.800865]","[187.471, 123.834, 0.940447]","[196.413, 123.825, 0.909624]","[180.542, 131.805, 0.8716]","[203.344, 131.788, 0.860432]","[195.43, 323.693, 0.741106]","[202.401, 322.71, 0.785785]","[196.423, 315.778, 0.631837]","[186.422, 323.719, 0.773136]","[179.486, 322.726, 0.804415]","[187.467, 316.738, 0.695908]"
