Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LHSmallToe,LHeel,RBigToe,RHSmallToe,RHeel
"[202.059, 100.714, 0.901533]","[202.099, 143.146, 0.880062]","[175.019, 144.304, 0.828168]","[138.483, 109.005, 0.663024]","[111.365, 73.6122, 0.76546]","[226.894, 140.805, 0.756024]","[258.707, 105.424, 0.795238]","[285.842, 72.4628, 0.797314]","[200.938, 226.895, 0.646919]","[182.08, 226.886, 0.631299]","[184.405, 307.037, 0.812639]","[190.348, 380.173, 0.783695]","[219.81, 226.905, 0.656329]","[215.101, 307.032, 0.802835]","[211.592, 377.811, 0.811389]","[193.84, 99.517, 0.935463]","[208.001, 99.4987, 0.88124]","[184.472, 113.689, 0.877885]","[212.797, 116.009, 0.840067]","[212.713, 397.872, 0.771255]","[220.978, 393.174, 0.777048]","[206.862, 382.553, 0.664082]","[191.487, 396.676, 0.677401]","[182.1, 393.183, 0.739014]","[192.725, 383.718, 0.692915]"
"[200.925, 100.712, 0.883482]","[200.936, 143.174, 0.850148]","[173.826, 143.178, 0.814291]","[137.337, 108.997, 0.697259]","[110.193, 73.6193, 0.785943]","[225.715, 142.002, 0.753738]","[258.741, 106.615, 0.816746]","[288.161, 77.1227, 0.832022]","[199.753, 226.898, 0.64075]","[180.887, 226.886, 0.623538]","[184.4, 307.033, 0.81196]","[190.334, 380.182, 0.781348]","[218.645, 226.904, 0.648068]","[213.905, 307.037, 0.836544]","[211.574, 377.815, 0.802867]","[192.716, 99.4985, 0.940658]","[205.664, 99.5036, 0.883741]","[184.395, 112.519, 0.875164]","[212.716, 114.88, 0.840321]","[212.704, 397.855, 0.763946]","[220.976, 393.163, 0.772414]","[206.846, 382.56, 0.652878]","[191.514, 397.838, 0.674507]","[183.234, 394.333, 0.717314]","[192.708, 383.734, 0.680352]"
"[197.415, 99.5855, 0.874236]","[197.419, 143.175, 0.818793]","[171.475, 143.182, 0.791817]","[136.073, 109.009, 0.738352]","[109.037, 72.461, 0.826937]","[223.363, 141.999, 0.756269]","[258.755, 107.833, 0.81164]","[288.183, 79.4465, 0.843421]","[196.262, 226.888, 0.648084]","[177.392, 226.88, 0.630621]","[184.393, 305.922, 0.801896]","[191.482, 381.295, 0.786883]","[216.278, 226.886, 0.64468]","[212.783, 305.93, 0.83903]","[211.561, 377.795, 0.794052]","[192.637, 98.37, 0.935167]","[203.324, 98.3809, 0.914657]","[183.254, 110.154, 0.881324]","[211.586, 113.681, 0.828971]","[211.587, 397.835, 0.762398]","[220.965, 393.129, 0.782471]","[206.838, 382.537, 0.647748]","[192.652, 396.661, 0.654304]","[183.252, 393.173, 0.714881]","[192.728, 383.747, 0.666315]"
"[199.763, 99.5928, 0.884425]","[199.752, 143.151, 0.81576]","[172.642, 142.001, 0.79002]","[137.262, 108.975, 0.757197]","[110.167, 74.7864, 0.78795]","[224.534, 143.139, 0.752992]","[258.724, 107.744, 0.81235]","[288.183, 78.3405, 0.848063]","[198.589, 226.894, 0.639363]","[179.717, 226.883, 0.623015]","[184.393, 307.035, 0.804613]","[190.348, 380.178, 0.782521]","[217.476, 226.902, 0.641621]","[213.897, 305.928, 0.833087]","[211.565, 377.814, 0.800126]","[192.678, 98.4115, 0.940798]","[204.5, 98.3983, 0.887575]","[183.279, 111.344, 0.877221]","[212.711, 113.705, 0.817054]","[212.705, 397.854, 0.769458]","[220.972, 393.157, 0.774683]","[206.843, 382.559, 0.646903]","[191.524, 396.682, 0.662991]","[183.24, 394.305, 0.718351]","[192.703, 383.738, 0.67068]"
"[198.575, 99.5863, 0.876779]","[198.587, 143.169, 0.815341]","[172.641, 143.181, 0.798988]","[136.123, 109.001, 0.754693]","[110.138, 73.6015, 0.815685]","[223.374, 141.997, 0.754511]","[258.747, 107.796, 0.820291]","[288.207, 78.3344, 0.848219]","[197.407, 226.904, 0.644074]","[178.535, 226.889, 0.62615]","[184.387, 307.038, 0.801512]","[191.481, 380.183, 0.78896]","[217.435, 226.901, 0.643499]","[212.796, 307.028, 0.831793]","[211.564, 376.653, 0.797564]","[192.65, 98.3835, 0.941508]","[203.347, 98.3859, 0.905184]","[183.27, 110.159, 0.885899]","[211.605, 113.675, 0.824237]","[211.595, 397.831, 0.764714]","[220.969, 393.129, 0.78324]","[206.844, 382.537, 0.639365]","[192.664, 396.666, 0.653742]","[183.261, 393.178, 0.71535]","[192.715, 383.734, 0.665643]"
"[198.595, 99.5895, 0.875691]","[198.608, 143.16, 0.812076]","[172.655, 143.151, 0.794811]","[137.247, 108.978, 0.765512]","[110.15, 73.6326, 0.801224]","[223.392, 143.147, 0.75771]","[258.725, 107.778, 0.818082]","[288.19, 79.4465, 0.852966]","[198.572, 226.902, 0.635523]","[178.556, 226.886, 0.619141]","[184.39, 307.046, 0.804498]","[191.472, 380.18, 0.785367]","[218.606, 226.9, 0.642702]","[213.901, 307.023, 0.828326]","[211.567, 377.793, 0.799415]","[192.648, 98.4015, 0.939679]","[204.475, 98.3944, 0.891275]","[183.259, 111.317, 0.875773]","[212.697, 113.692, 0.823069]","[212.708, 397.83, 0.761041]","[220.977, 393.131, 0.783731]","[206.847, 382.543, 0.643602]","[192.658, 396.661, 0.655484]","[183.253, 393.176, 0.720186]","[192.705, 383.736, 0.667982]"
"[200.902, 99.6067, 0.885474]","[200.898, 143.17, 0.830443]","[173.784, 143.168, 0.803468]","[137.292, 108.983, 0.730376]","[110.183, 74.7731, 0.777326]","[224.561, 142.003, 0.753151]","[258.733, 106.639, 0.805248]","[288.164, 78.3128, 0.832262]","[199.736, 228.06, 0.641456]","[180.875, 228.052, 0.62304]","[184.394, 307.044, 0.81209]","[190.341, 380.18, 0.784142]","[218.629, 228.066, 0.650368]","[213.898, 307.033, 0.835823]","[211.568, 377.805, 0.801503]","[192.698, 99.4908, 0.942429]","[204.523, 98.4201, 0.885455]","[183.305, 112.512, 0.874797]","[212.711, 114.862, 0.831102]","[212.707, 397.852, 0.76182]","[220.978, 393.157, 0.766522]","[206.843, 382.554, 0.655552]","[191.526, 396.678, 0.66502]","[183.241, 394.306, 0.719321]","[192.707, 383.738, 0.676141]"
"[197.408, 99.5873, 0.875086]","[197.412, 143.17, 0.817735]","[170.289, 143.182, 0.778163]","[134.902, 110.186, 0.624206]","[108.998, 74.7675, 0.790173]","[224.514, 141.98, 0.735016]","[259.904, 107.838, 0.798147]","[288.215, 77.1608, 0.796011]","[196.238, 228.081, 0.65325]","[177.369, 228.068, 0.633042]","[184.395, 307.051, 0.80265]","[191.48, 381.294, 0.782414]","[215.113, 228.081, 0.650821]","[212.77, 307.027, 0.837492]","[211.576, 377.795, 0.795134]","[192.629, 98.3734, 0.9312]","[203.314, 98.374, 0.92051]","[183.236, 110.14, 0.878032]","[211.587, 112.496, 0.825145]","[211.588, 396.693, 0.754796]","[220.967, 393.12, 0.779357]","[206.861, 382.54, 0.646265]","[192.653, 396.656, 0.64609]","[183.252, 393.171, 0.708889]","[192.727, 383.748, 0.661653]"
"[197.394, 100.702, 0.860833]","[197.411, 144.302, 0.823873]","[169.128, 144.309, 0.782217]","[130.229, 110.179, 0.624106]","[109.002, 75.9731, 0.776353]","[224.524, 142.007, 0.738696]","[261.108, 107.806, 0.768291]","[288.205, 75.9724, 0.813316]","[196.224, 230.393, 0.674733]","[177.346, 229.25, 0.65067]","[183.307, 307.053, 0.799596]","[191.478, 381.299, 0.783559]","[215.092, 230.392, 0.665602]","[212.753, 307.031, 0.836226]","[211.562, 376.652, 0.788469]","[191.528, 98.3848, 0.930319]","[203.307, 98.3733, 0.929752]","[183.222, 109.032, 0.873401]","[211.599, 110.179, 0.834302]","[211.584, 396.658, 0.747636]","[220.956, 392.001, 0.783817]","[206.85, 382.532, 0.647614]","[192.653, 395.506, 0.652134]","[183.255, 393.164, 0.711349]","[192.731, 383.757, 0.661491]"
"[200.969, 100.712, 0.897456]","[202.073, 143.159, 0.872717]","[174.993, 143.189, 0.83036]","[138.459, 108.999, 0.688733]","[111.354, 73.6006, 0.777268]","[226.866, 141.971, 0.753591]","[258.704, 105.436, 0.804169]","[286.971, 72.4487, 0.806538]","[200.898, 228.067, 0.64184]","[182.04, 228.055, 0.62354]","[184.399, 307.033, 0.811708]","[190.348, 380.178, 0.785217]","[219.788, 228.074, 0.652969]","[215.093, 307.031, 0.803909]","[211.593, 378.975, 0.813193]","[193.837, 99.5157, 0.936914]","[206.854, 99.4999, 0.881413]","[184.457, 113.681, 0.880143]","[212.777, 116.03, 0.857701]","[212.73, 398.996, 0.757187]","[220.988, 394.302, 0.757612]","[206.866, 382.578, 0.669123]","[190.34, 396.659, 0.678262]","[182.079, 393.161, 0.736996]","[192.734, 383.728, 0.687474]"
"[200.956, 100.715, 0.894511]","[202.059, 143.186, 0.871223]","[174.988, 144.312, 0.834378]","[138.457, 108.999, 0.685259]","[111.352, 73.6341, 0.773704]","[225.703, 143.141, 0.760065]","[258.709, 105.444, 0.79424]","[286.999, 73.6132, 0.805229]","[199.774, 228.076, 0.639942]","[180.919, 228.062, 0.620458]","[184.39, 307.031, 0.813689]","[190.345, 380.174, 0.783001]","[219.774, 228.077, 0.648185]","[213.962, 307.04, 0.812178]","[211.591, 378.975, 0.812685]","[193.823, 99.5155, 0.93796]","[206.832, 99.5015, 0.882581]","[184.441, 113.697, 0.882048]","[212.764, 116.025, 0.85639]","[212.724, 399.004, 0.770542]","[220.986, 394.311, 0.768804]","[206.855, 382.578, 0.668143]","[191.502, 396.676, 0.678244]","[183.21, 393.181, 0.728513]","[192.722, 383.718, 0.69571]"
"[200.942, 100.711, 0.89327]","[200.954, 143.164, 0.855158]","[173.857, 143.172, 0.821642]","[137.339, 108.98, 0.703891]","[111.345, 73.6342, 0.775542]","[225.708, 142.003, 0.755459]","[258.711, 106.585, 0.80551]","[287.058, 75.9532, 0.826568]","[199.756, 228.056, 0.642918]","[180.9, 226.899, 0.621379]","[184.397, 307.03, 0.815288]","[190.348, 380.179, 0.785257]","[218.648, 228.063, 0.647416]","[213.943, 307.033, 0.818861]","[211.581, 378.972, 0.809618]","[192.736, 99.5149, 0.940194]","[205.683, 99.5052, 0.885436]","[184.429, 113.693, 0.879958]","[212.738, 116.026, 0.858922]","[212.711, 397.872, 0.774116]","[220.978, 393.181, 0.774707]","[206.849, 382.577, 0.658515]","[191.513, 397.83, 0.676504]","[183.227, 394.323, 0.722304]","[192.72, 383.727, 0.690335]"
"[196.262, 100.757, 0.841952]","[197.415, 144.315, 0.830023]","[170.271, 144.338, 0.78476]","[129.008, 113.702, 0.622002]","[109, 77.1505, 0.728897]","[224.525, 143.158, 0.741292]","[263.46, 107.799, 0.741222]","[288.176, 78.3109, 0.797853]","[196.235, 229.246, 0.676043]","[177.362, 229.222, 0.654256]","[184.392, 307.08, 0.799311]","[190.349, 381.301, 0.781482]","[215.1, 229.257, 0.665367]","[212.739, 307.083, 0.82599]","[211.537, 377.804, 0.785113]","[191.527, 98.3986, 0.930642]","[203.312, 98.3953, 0.933794]","[183.219, 109.004, 0.866869]","[212.684, 109.031, 0.833898]","[211.565, 396.672, 0.742465]","[220.94, 392.015, 0.767567]","[206.828, 382.54, 0.636054]","[192.67, 395.52, 0.651873]","[183.265, 393.177, 0.706658]","[192.702, 384.879, 0.655437]"
"[197.412, 101.918, 0.831201]","[197.429, 144.366, 0.845691]","[171.454, 145.476, 0.804886]","[127.818, 117.269, 0.759171]","[110.201, 78.3282, 0.780041]","[223.387, 144.349, 0.773002]","[265.791, 109.022, 0.74844]","[287.028, 79.5052, 0.807254]","[196.244, 230.41, 0.686353]","[177.389, 229.261, 0.651427]","[184.401, 307.098, 0.797109]","[190.348, 381.303, 0.779477]","[215.09, 230.407, 0.67591]","[212.736, 307.078, 0.826669]","[211.556, 377.825, 0.795322]","[192.642, 98.4127, 0.945865]","[203.323, 98.4192, 0.931051]","[183.244, 108.976, 0.878033]","[212.69, 109.006, 0.845954]","[211.572, 396.69, 0.748965]","[220.942, 392.024, 0.768162]","[206.859, 382.541, 0.638972]","[191.514, 396.658, 0.646131]","[183.236, 393.171, 0.698469]","[192.713, 383.757, 0.652786]"
"[199.766, 108.934, 0.903644]","[199.785, 146.665, 0.894366]","[171.472, 146.683, 0.813021]","[129.015, 141.977, 0.75752]","[118.466, 97.1836, 0.751812]","[226.868, 145.583, 0.820063]","[269.333, 136.037, 0.84159]","[278.785, 90.0911, 0.716822]","[198.566, 232.813, 0.661736]","[178.557, 232.775, 0.650488]","[184.411, 309.439, 0.785232]","[191.502, 380.185, 0.791954]","[217.446, 233.976, 0.651467]","[212.692, 310.616, 0.810586]","[211.515, 378.987, 0.788204]","[192.691, 103.068, 0.886971]","[204.514, 101.927, 0.84319]","[183.272, 109.035, 0.840112]","[213.894, 110.15, 0.786791]","[211.52, 396.659, 0.722189]","[219.801, 392.008, 0.760493]","[206.841, 382.547, 0.622297]","[191.516, 396.671, 0.666202]","[183.236, 393.17, 0.709687]","[193.856, 383.726, 0.662039]"
"[202.153, 163.175, 0.837856]","[199.782, 182.072, 0.854238]","[171.458, 182.1, 0.796996]","[172.672, 229.253, 0.794436]","[166.789, 192.7, 0.779422]","[228.054, 180.872, 0.783963]","[238.685, 226.87, 0.75208]","[241.103, 186.806, 0.770726]","[199.763, 261.105, 0.716261]","[180.889, 262.246, 0.702936]","[189.142, 325.977, 0.794376]","[191.52, 383.736, 0.760661]","[219.766, 261.09, 0.707775]","[212.695, 327.124, 0.823357]","[212.706, 382.553, 0.795554]","[193.933, 154.976, 0.817324]","[209.176, 154.945, 0.782086]","[184.428, 154.926, 0.868184]","[218.645, 153.777, 0.716257]","[212.748, 397.842, 0.694464]","[220.993, 393.182, 0.713136]","[209.184, 388.424, 0.56923]","[192.694, 397.859, 0.698962]","[184.407, 394.352, 0.685507]","[193.868, 389.619, 0.635002]"
"[202.147, 144.363, 0.875392]","[198.579, 165.641, 0.860312]","[171.454, 166.769, 0.826354]","[162.024, 205.668, 0.799012]","[155.016, 167.944, 0.843666]","[228.039, 165.602, 0.841527]","[249.275, 202.137, 0.883598]","[255.192, 160.877, 0.758947]","[198.568, 251.647, 0.689532]","[178.546, 251.656, 0.687211]","[187.991, 323.539, 0.780761]","[192.631, 382.553, 0.790322]","[217.441, 250.508, 0.667403]","[212.689, 323.545, 0.835438]","[211.609, 382.489, 0.820575]","[195.064, 137.275, 0.858116]","[208.029, 137.283, 0.864311]","[184.451, 137.24, 0.840392]","[215.091, 138.444, 0.708412]","[212.749, 396.682, 0.745038]","[221.003, 393.145, 0.767854]","[208.038, 386.073, 0.590309]","[192.675, 397.838, 0.695657]","[183.298, 394.311, 0.701004]","[193.876, 388.425, 0.637496]"
"[200.917, 111.35, 0.853059]","[198.577, 147.878, 0.862263]","[169.117, 147.921, 0.787776]","[133.72, 154.901, 0.800078]","[126.711, 108.959, 0.813804]","[226.868, 146.748, 0.828691]","[268.167, 146.673, 0.868058]","[277.536, 100.721, 0.729531]","[197.419, 236.324, 0.668052]","[178.56, 235.156, 0.64562]","[184.469, 312.958, 0.791781]","[192.634, 380.191, 0.79863]","[216.263, 237.485, 0.658141]","[211.594, 311.78, 0.797069]","[211.542, 380.149, 0.803502]","[192.731, 107.73, 0.92243]","[204.52, 107.732, 0.881765]","[183.267, 111.334, 0.834617]","[213.897, 111.346, 0.75328]","[210.379, 396.671, 0.713129]","[219.79, 393.12, 0.747234]","[209.183, 382.574, 0.607721]","[191.519, 396.692, 0.667699]","[183.24, 393.175, 0.70784]","[193.899, 383.72, 0.656832]"
"[200.938, 117.246, 0.918056]","[198.598, 152.603, 0.832641]","[170.295, 152.607, 0.796579]","[137.268, 165.536, 0.877356]","[136.069, 123.137, 0.775517]","[225.728, 151.426, 0.785891]","[266.971, 159.687, 0.811301]","[270.504, 108.986, 0.719756]","[196.246, 238.691, 0.696431]","[177.391, 238.671, 0.674822]","[184.482, 315.278, 0.81435]","[192.647, 381.344, 0.809485]","[215.086, 239.816, 0.690808]","[212.704, 314.128, 0.817335]","[211.55, 381.315, 0.806898]","[193.818, 110.178, 0.908866]","[205.65, 110.179, 0.846994]","[183.282, 117.236, 0.877272]","[212.787, 118.365, 0.713338]","[211.531, 397.851, 0.703256]","[219.818, 393.169, 0.722528]","[208.026, 383.737, 0.583331]","[192.651, 396.697, 0.663204]","[183.252, 393.182, 0.701775]","[193.901, 384.896, 0.628514]"
"[202.111, 150.247, 0.831512]","[198.581, 173.883, 0.878514]","[170.306, 174.967, 0.800191]","[165.574, 216.297, 0.799375]","[164.379, 183.209, 0.793307]","[228.074, 173.857, 0.853824]","[242.206, 215.101, 0.79249]","[249.275, 176.193, 0.781299]","[199.761, 258.676, 0.714012]","[180.877, 258.69, 0.702203]","[189.146, 324.788, 0.801209]","[191.537, 382.583, 0.768933]","[218.642, 257.554, 0.694283]","[212.703, 324.78, 0.849866]","[211.608, 382.513, 0.806867]","[193.926, 144.344, 0.830318]","[209.173, 145.482, 0.823058]","[184.448, 145.486, 0.845199]","[217.477, 145.579, 0.77731]","[212.744, 397.831, 0.70555]","[220.995, 393.16, 0.727822]","[208.02, 387.25, 0.565631]","[192.689, 397.853, 0.689437]","[184.399, 394.329, 0.687763]","[193.875, 389.577, 0.62339]"
"[200.962, 134.884, 0.868244]","[198.591, 162.007, 0.828912]","[170.284, 160.878, 0.808485]","[154.937, 192.729, 0.866231]","[146.772, 154.956, 0.802833]","[226.906, 158.523, 0.795819]","[254.018, 189.139, 0.770603]","[259.879, 143.179, 0.725383]","[196.251, 245.758, 0.675456]","[177.354, 245.757, 0.668713]","[186.814, 317.69, 0.788912]","[192.647, 382.521, 0.802323]","[215.129, 245.762, 0.650983]","[212.714, 318.847, 0.80709]","[211.6, 381.369, 0.814144]","[193.862, 127.823, 0.927873]","[205.647, 127.79, 0.890167]","[184.394, 129.006, 0.835362]","[213.93, 129.008, 0.750247]","[212.731, 396.682, 0.71288]","[220.994, 393.142, 0.737063]","[208.035, 384.914, 0.581252]","[193.845, 396.69, 0.678918]","[184.421, 394.307, 0.700571]","[193.881, 387.267, 0.632138]"
"[198.591, 105.434, 0.841408]","[199.758, 145.492, 0.871696]","[172.661, 145.504, 0.833971]","[127.856, 125.445, 0.74304]","[112.537, 80.6467, 0.627469]","[224.516, 145.494, 0.796249]","[268.127, 117.185, 0.810446]","[286.982, 80.651, 0.782574]","[197.404, 230.453, 0.681359]","[178.544, 230.413, 0.649297]","[184.424, 307.114, 0.791759]","[191.49, 380.174, 0.783428]","[215.124, 231.589, 0.664941]","[212.73, 308.247, 0.816699]","[211.526, 377.813, 0.786178]","[192.66, 99.5345, 0.949193]","[203.355, 99.5414, 0.921932]","[183.262, 108.962, 0.885947]","[212.73, 109.002, 0.824341]","[211.553, 395.503, 0.73126]","[219.822, 391.991, 0.765598]","[206.835, 382.54, 0.614432]","[192.701, 394.348, 0.640101]","[183.294, 393.149, 0.689791]","[192.719, 383.742, 0.646851]"
"[202.074, 124.314, 0.87718]","[198.573, 154.991, 0.889998]","[170.281, 154.973, 0.837232]","[145.48, 178.56, 0.821938]","[138.479, 136.083, 0.75723]","[226.867, 154.963, 0.844161]","[259.926, 173.833, 0.878034]","[266.955, 127.818, 0.749412]","[197.398, 241.042, 0.6953]","[177.383, 241.026, 0.685225]","[185.642, 316.476, 0.816206]","[192.651, 382.504, 0.800577]","[216.263, 241.055, 0.686065]","[211.61, 316.46, 0.840141]","[211.554, 381.343, 0.808353]","[193.86, 118.374, 0.943627]","[205.675, 117.272, 0.890403]","[184.393, 123.131, 0.828918]","[213.964, 121.928, 0.625447]","[211.55, 396.698, 0.689678]","[219.818, 393.151, 0.712433]","[208.009, 384.879, 0.570971]","[192.679, 397.86, 0.686336]","[183.287, 394.337, 0.699174]","[193.897, 387.252, 0.619675]"
"[199.751, 107.746, 0.87876]","[198.605, 145.542, 0.872363]","[171.489, 145.572, 0.82392]","[126.704, 132.58, 0.797248]","[118.387, 87.7752, 0.836239]","[224.529, 145.536, 0.806993]","[269.307, 125.503, 0.846396]","[284.68, 81.8599, 0.721408]","[197.408, 232.783, 0.664272]","[178.528, 231.629, 0.637441]","[184.415, 308.27, 0.789989]","[191.507, 380.182, 0.794709]","[216.285, 232.806, 0.653809]","[212.696, 309.424, 0.806517]","[211.511, 377.833, 0.778579]","[192.683, 99.6093, 0.92577]","[204.494, 100.701, 0.87769]","[183.251, 108.963, 0.864504]","[212.757, 109.019, 0.807043]","[211.525, 395.515, 0.723819]","[219.798, 392.004, 0.756152]","[206.835, 382.54, 0.617844]","[191.532, 395.514, 0.646043]","[183.25, 393.158, 0.699805]","[193.85, 383.735, 0.659097]"
"[203.299, 176.204, 0.440141]","[202.078, 185.635, 0.922691]","[173.802, 185.639, 0.855966]","[174.963, 237.476, 0.806998]","[173.81, 202.16, 0.818127]","[230.367, 186.782, 0.811168]","[233.963, 239.802, 0.796753]","[239.813, 202.145, 0.790533]","[200.906, 268.119, 0.740461]","[182.047, 268.117, 0.723631]","[189.168, 327.091, 0.789862]","[191.512, 383.736, 0.759784]","[219.776, 268.147, 0.722374]","[211.604, 328.3, 0.815369]","[212.714, 382.562, 0.775602]","[196.239, 167.956, 0.395864]","[209.206, 170.297, 0.391211]","[185.608, 164.422, 0.772516]","[218.631, 164.406, 0.551]","[212.768, 396.682, 0.669748]","[221.006, 393.159, 0.699875]","[209.192, 388.419, 0.559446]","[192.679, 396.692, 0.693737]","[184.398, 394.317, 0.697625]","[193.858, 389.619, 0.633295]"
"[202.072, 185.623, 0.426682]","[202.081, 192.739, 0.93853]","[173.825, 192.707, 0.880655]","[175.02, 241.021, 0.919461]","[174.991, 211.508, 0.882081]","[230.379, 193.904, 0.853447]","[231.58, 241.088, 0.787372]",[],"[200.915, 269.379, 0.744959]","[182.08, 269.379, 0.736592]","[189.137, 327.115, 0.788167]","[192.632, 383.693, 0.778783]","[219.77, 270.508, 0.725861]","[212.699, 330.635, 0.820735]","[212.727, 382.531, 0.802372]","[193.916, 178.524, 0.379544]","[205.658, 179.737, 0.376846]","[184.497, 173.78, 0.599461]","[217.449, 173.844, 0.596755]","[213.907, 396.666, 0.690689]","[221.033, 393.138, 0.723018]","[209.214, 387.244, 0.583305]","[192.693, 396.684, 0.701491]","[184.409, 393.183, 0.715576]","[193.879, 389.575, 0.636568]"
"[198.587, 209.172, 0.500405]","[202.073, 205.654, 0.908538]","[173.824, 205.668, 0.847058]","[176.21, 256.338, 0.83616]","[175.054, 229.256, 0.871984]","[229.248, 206.825, 0.818503]","[230.381, 257.55, 0.813176]","[230.422, 230.392, 0.19992]","[200.929, 277.593, 0.786605]","[182.093, 277.571, 0.769413]","[189.16, 329.459, 0.778385]","[191.527, 383.711, 0.762982]","[218.642, 278.758, 0.758405]","[212.694, 334.142, 0.865309]","[212.701, 382.55, 0.802424]","[193.859, 202.146, 0.408213]","[203.343, 203.266, 0.429768]","[184.476, 192.646, 0.412009]","[213.936, 193.837, 0.595652]","[212.794, 397.835, 0.699496]","[221.024, 393.159, 0.73483]","[209.179, 387.26, 0.579287]","[192.691, 397.849, 0.700957]","[184.406, 394.336, 0.708422]","[193.87, 389.583, 0.626266]"
"[193.916, 206.845, 0.523417]","[199.771, 205.667, 0.856022]","[172.671, 205.671, 0.834492]","[175.065, 254.019, 0.866669]","[175.021, 230.396, 0.874936]","[225.693, 208.006, 0.796574]","[229.199, 257.537, 0.768424]","[229.213, 226.892, 0.395307]","[197.396, 278.73, 0.773839]","[179.713, 278.729, 0.757823]","[186.784, 327.095, 0.822661]","[192.653, 383.696, 0.784115]","[215.081, 278.768, 0.757515]","[212.716, 330.66, 0.831821]","[212.748, 382.558, 0.822429]","[191.48, 202.09, 0.406853]","[202.089, 202.122, 0.394228]","[183.31, 191.536, 0.451764]","[212.744, 193.855, 0.562817]","[212.764, 397.857, 0.757007]","[221.029, 394.309, 0.74598]","[210.37, 387.264, 0.607548]","[191.52, 397.867, 0.69668]","[183.272, 394.348, 0.705871]","[195.042, 389.574, 0.660327]"
"[191.491, 197.409, 0.566433]","[197.421, 200.944, 0.846111]","[171.485, 200.91, 0.817346]","[175.019, 249.228, 0.90574]","[175.001, 222.167, 0.899356]","[223.349, 202.11, 0.857477]","[225.725, 248.093, 0.777363]","[223.372, 220.944, 0.634535]","[196.226, 272.888, 0.735064]","[177.389, 272.866, 0.699968]","[185.624, 325.887, 0.852647]","[192.673, 382.505, 0.812764]","[213.928, 274.066, 0.7387]","[212.694, 328.296, 0.821254]","[212.726, 382.491, 0.836841]","[186.783, 192.67, 0.463367]","[195.045, 193.841, 0.53322]","[183.199, 183.253, 0.313899]","[209.209, 186.794, 0.622852]","[212.731, 396.696, 0.790943]","[221.001, 393.154, 0.78138]","[210.37, 386.059, 0.609588]","[191.498, 397.874, 0.692536]","[183.265, 394.331, 0.684065]","[195.067, 387.228, 0.67154]"
"[199.782, 210.4, 0.596687]","[202.054, 209.195, 0.896757]","[173.811, 210.339, 0.852489]","[176.198, 257.521, 0.854058]","[175.062, 230.398, 0.857309]","[228.083, 208.022, 0.803134]","[230.393, 258.666, 0.836447]","[230.427, 231.631, 0.168192]","[199.774, 278.771, 0.780473]","[182.054, 278.755, 0.769284]","[187.975, 329.455, 0.780915]","[191.513, 383.718, 0.755318]","[217.464, 278.822, 0.741904]","[212.689, 334.137, 0.869316]","[212.697, 382.539, 0.806599]","[193.879, 203.33, 0.485527]","[204.48, 203.353, 0.454428]","[184.466, 193.869, 0.542334]","[213.944, 195.073, 0.52128]","[212.792, 396.699, 0.697965]","[221.021, 393.156, 0.733552]","[208.041, 387.24, 0.585336]","[192.677, 397.852, 0.696859]","[183.298, 394.348, 0.70219]","[193.869, 389.583, 0.626431]"
"[192.687, 202.138, 0.49662]","[199.744, 203.338, 0.893236]","[172.67, 203.315, 0.873294]","[175.054, 250.509, 0.92538]","[174.956, 225.712, 0.844641]","[224.526, 204.513, 0.816346]","[226.892, 250.47, 0.758835]","[229.214, 270.532, 0.271183]","[196.216, 277.545, 0.763703]","[178.566, 277.552, 0.734374]","[185.648, 325.98, 0.838783]","[192.652, 383.693, 0.784898]","[212.796, 277.577, 0.777197]","[211.61, 329.45, 0.827942]","[212.741, 382.532, 0.827315]","[187.96, 195.032, 0.342184]","[197.399, 197.397, 0.355136]","[183.255, 186.808, 0.332803]","[210.393, 192.652, 0.580375]","[212.769, 397.848, 0.771488]","[221.031, 393.171, 0.762124]","[210.371, 387.234, 0.604891]","[191.503, 397.875, 0.69198]","[183.255, 394.35, 0.697226]","[195.045, 389.57, 0.667956]"
"[189.135, 190.349, 0.545862]","[195.066, 193.898, 0.915467]","[171.44, 193.886, 0.830163]","[174.967, 242.222, 0.900551]","[173.853, 216.26, 0.830081]","[222.166, 195.081, 0.862491]","[224.544, 239.897, 0.701313]","[225.717, 261.067, 0.121561]","[193.91, 269.327, 0.780354]","[176.17, 269.309, 0.746745]","[184.498, 325.907, 0.848493]","[192.664, 382.488, 0.811713]","[212.745, 269.363, 0.756399]","[211.585, 325.954, 0.84091]","[212.692, 381.35, 0.828997]","[184.452, 184.4, 0.470907]","[193.837, 184.46, 0.563262]","[179.734, 176.204, 0.218956]","[204.497, 177.386, 0.727479]","[212.728, 396.678, 0.77994]","[220.988, 393.128, 0.778231]","[210.354, 383.751, 0.63605]","[191.496, 397.869, 0.701809]","[183.265, 394.321, 0.698475]","[195.066, 386.055, 0.677169]"
